"method","config","repeat_id","outer_seed","fold","rmse","mae","r2","eta","eta_scale","q","k1_cap","T","T1","T2","lambda","s","tau_q","tau_x_q","tau_y_q","tau","tau_x","tau_y","nonzero","n1","n2","b2","K1","K1_default","K1_tar","K2","K2_tar","stage1_block_size","stage2_block_size","eligible","eta_base","y_center","fold_seed","lasso_seed","ts_seed"
"LASSO","LASSO cv.glmnet lambda.min",12,21360517,5,0.767871992607424,0.507062844297021,0.0571623719998027,NA,NA,NA,NA,NA,NA,NA,2.38164325547049,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138459898235213,2.4734905,21365517,21365518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",12,21360517,5,0.813537388935206,0.579369586990631,-0.0583133786025491,NA,NA,NA,NA,NA,NA,NA,0.125705500042506,9,NA,0.99,0.98,NA,26.0308792729048,2.93638778,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138459898235213,2.4734905,21365517,21365558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",12,21360517,5,0.72579430436668,0.502144087239789,0.157662058041392,6.92299491176067e-05,0.5,0.4,25,NA,50,4,NA,9,NA,NA,NA,NA,NA,NA,9,252,168,42,25,31,59,2,7,10.08,21,TRUE,0.000138459898235213,2.4734905,21365517,21365518,21365738
"Adaptive Huber","Adaptive Huber tau_q=0.99",13,21460517,1,1.04676439956064,0.658031498718857,0.204354946958006,NA,NA,NA,NA,NA,NA,NA,0.129331566274457,8,0.99,NA,NA,3.06940191207751,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129671148731379,2.485022,21461517,21461548,NA
"IHT","IHT eta=0.5/L, T=50",13,21460517,1,0.973655021753011,0.648999815325479,0.311614529303365,6.48355743656894e-05,0.5,NA,NA,50,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129671148731379,2.485022,21461517,21461518,NA
"LASSO","LASSO cv.glmnet lambda.min",13,21460517,1,1.03596968310602,0.629527419936524,0.220680448879342,NA,NA,NA,NA,NA,NA,NA,2.78636412897847,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129671148731379,2.485022,21461517,21461518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",13,21460517,1,1.12380800021894,0.746702453372086,0.0829231765043184,NA,NA,NA,NA,NA,NA,NA,0.108547100765763,8,NA,0.99,0.98,NA,26.8142938542602,2.60964424,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129671148731379,2.485022,21461517,21461558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",13,21460517,1,0.932285088272493,0.629344197172044,0.368869810439145,6.48355743656894e-05,0.5,0.4,2,NA,50,4,NA,8,NA,NA,NA,NA,NA,NA,8,252,167,41,2,31,53,2,7,126,20.5,TRUE,0.000129671148731379,2.485022,21461517,21461518,21461738
"Adaptive Huber","Adaptive Huber tau_q=0.99",13,21460517,2,0.656934748987086,0.496905509195817,0.161447391245166,NA,NA,NA,NA,NA,NA,NA,0.14567474241443,8,0.99,NA,NA,3.69208040654891,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128244867592902,2.477898,21462517,21462548,NA
"IHT","IHT eta=0.5/L, T=50",13,21460517,2,0.689630685200199,0.485837716529757,0.075899938136718,6.41224337964508e-05,0.5,NA,NA,50,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128244867592902,2.477898,21462517,21462518,NA
"LASSO","LASSO cv.glmnet lambda.min",13,21460517,2,0.697507006271307,0.482494219410006,0.0546709727520321,NA,NA,NA,NA,NA,NA,NA,2.72967870406856,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128244867592902,2.477898,21462517,21462518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",13,21460517,2,0.760238195008332,0.565758650208392,-0.123014115640236,NA,NA,NA,NA,NA,NA,NA,0.192462011246326,8,NA,0.99,0.98,NA,27.3608841794107,2.89284004,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128244867592902,2.477898,21462517,21462558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",13,21460517,2,0.671001018337948,0.474058082696024,0.125152805592094,6.41224337964508e-05,0.5,0.4,5,NA,50,4,NA,8,NA,NA,NA,NA,NA,NA,8,252,167,41,5,31,53,2,7,50.4,20.5,TRUE,0.000128244867592902,2.477898,21462517,21462518,21462738
"Adaptive Huber","Adaptive Huber tau_q=0.99",13,21460517,3,0.719144347381207,0.54920127329735,0.247687766637413,NA,NA,NA,NA,NA,NA,NA,0.129129220979943,30,0.99,NA,NA,3.00888507303265,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000145044427654727,2.455286,21463517,21463548,NA
"IHT","IHT eta=0.5/L, T=50",13,21460517,3,0.774690465621248,0.522943898373156,0.126983597167834,7.25222138273636e-05,0.5,NA,NA,50,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000145044427654727,2.455286,21463517,21463518,NA
"LASSO","LASSO cv.glmnet lambda.min",13,21460517,3,0.778536447609556,0.530110028424255,0.118293830109584,NA,NA,NA,NA,NA,NA,NA,0.599364750193621,30,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000145044427654727,2.455286,21463517,21463518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",13,21460517,3,0.753164797470295,0.556151679007516,0.174825102571476,NA,NA,NA,NA,NA,NA,NA,0.236192050730982,30,NA,0.99,0.98,NA,27.0403623382691,2.75695188,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000145044427654727,2.455286,21463517,21463558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",13,21460517,3,0.727669160740253,0.493271453105798,0.22974607385625,7.25222138273636e-05,0.5,0.4,25,NA,50,4,NA,30,NA,NA,NA,NA,NA,NA,30,252,167,41,25,31,197,2,7,10.08,20.5,TRUE,0.000145044427654727,2.455286,21463517,21463518,21463738
"Adaptive Huber","Adaptive Huber tau_q=0.99",13,21460517,4,1.11490781413636,0.581148799287253,0.274766246717319,NA,NA,NA,NA,NA,NA,NA,0.115915406830578,32,0.99,NA,NA,2.43860463892486,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127922211677943,2.455286,21464517,21464548,NA
"IHT","IHT eta=0.5/L, T=50",13,21460517,4,1.10497418385422,0.556004002951435,0.287632081532386,6.39611058389715e-05,0.5,NA,NA,50,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127922211677943,2.455286,21464517,21464518,NA
"LASSO","LASSO cv.glmnet lambda.min",13,21460517,4,1.10137305337172,0.558914806913791,0.292267754719409,NA,NA,NA,NA,NA,NA,NA,0.426380887728883,32,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127922211677943,2.455286,21464517,21464518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",13,21460517,4,1.16851886132505,0.677393839490193,0.203342693732208,NA,NA,NA,NA,NA,NA,NA,0.122660363405366,32,NA,0.99,0.98,NA,25.7811665800773,2.372555,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127922211677943,2.455286,21464517,21464558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",13,21460517,4,1.08208119819887,0.553121708184334,0.316844149781725,6.39611058389715e-05,0.5,0.4,2,NA,50,4,NA,32,NA,NA,NA,NA,NA,NA,32,252,167,41,2,31,210,2,7,126,20.5,TRUE,0.000127922211677943,2.455286,21464517,21464518,21464738
"Adaptive Huber","Adaptive Huber tau_q=0.99",13,21460517,5,0.747838921217263,0.526726874950827,-0.294821018603773,NA,NA,NA,NA,NA,NA,NA,0.131027864944156,14,0.99,NA,NA,3.51592069085711,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00014053786035124,2.4705925,21465517,21465548,NA
"IHT","IHT eta=0.5/L, T=50",13,21460517,5,0.649665606254321,0.474955435779822,0.022822714569393,7.02689301756202e-05,0.5,NA,NA,50,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00014053786035124,2.4705925,21465517,21465518,NA
"LASSO","LASSO cv.glmnet lambda.min",13,21460517,5,0.62078632775471,0.456594806564577,0.107767786760264,NA,NA,NA,NA,NA,NA,NA,2.23710772104837,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00014053786035124,2.4705925,21465517,21465518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",13,21460517,5,0.96364373123837,0.684561477615461,-1.14994135319951,NA,NA,NA,NA,NA,NA,NA,0.105525310922523,14,NA,0.99,0.98,NA,26.3913228988166,2.93348978,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00014053786035124,2.4705925,21465517,21465558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",13,21460517,5,0.57622721713052,0.409770565555386,0.231257047525275,7.02689301756202e-05,0.5,0.4,15,NA,50,4,NA,14,NA,NA,NA,NA,NA,NA,14,252,168,42,15,31,92,2,7,16.8,21,TRUE,0.00014053786035124,2.4705925,21465517,21465518,21465738
"Adaptive Huber","Adaptive Huber tau_q=0.99",14,21560517,1,0.769506625757722,0.529497863587882,0.181202875848497,NA,NA,NA,NA,NA,NA,NA,0.142712673353607,40,0.99,NA,NA,3.13645864455879,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130814952263335,2.469759,21561517,21561548,NA
"IHT","IHT eta=0.5/L, T=50",14,21560517,1,0.785689884720832,0.548080658210594,0.146400985189522,6.54074761316677e-05,0.5,NA,NA,50,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130814952263335,2.469759,21561517,21561518,NA
"LASSO","LASSO cv.glmnet lambda.min",14,21560517,1,0.772643119831124,0.524661815691421,0.174514470289391,NA,NA,NA,NA,NA,NA,NA,0.435823883701256,40,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130814952263335,2.469759,21561517,21561518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",14,21560517,1,0.868625250207467,0.62643004461205,-0.0433174733110633,NA,NA,NA,NA,NA,NA,NA,0.17641966650112,40,NA,0.99,0.98,NA,28.0386724891441,2.387028,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130814952263335,2.469759,21561517,21561558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",14,21560517,1,0.743984051490864,0.502441295318523,0.23461696263673,6.54074761316677e-05,0.5,0.4,5,NA,50,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,5,31,262,2,7,50.4,20.5,TRUE,0.000130814952263335,2.469759,21561517,21561518,21561738
"Adaptive Huber","Adaptive Huber tau_q=0.99",14,21560517,2,1.04585305865867,0.651342561582032,0.0205154171519607,NA,NA,NA,NA,NA,NA,NA,0.140640023503688,14,0.99,NA,NA,3.22662376412802,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138058480226436,2.458379,21562517,21562548,NA
"IHT","IHT eta=0.5/L, T=50",14,21560517,2,0.980354698015886,0.593359761283213,0.139357612705124,6.9029240113218e-05,0.5,NA,NA,50,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138058480226436,2.458379,21562517,21562518,NA
"LASSO","LASSO cv.glmnet lambda.min",14,21560517,2,0.976293039661623,0.574619220033273,0.146474208471459,NA,NA,NA,NA,NA,NA,NA,1.99353599589896,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138058480226436,2.458379,21562517,21562518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",14,21560517,2,1.08215368396418,0.689291029002649,-0.0486586591601164,NA,NA,NA,NA,NA,NA,NA,0.259831767727275,14,NA,0.99,0.98,NA,25.6656379352094,2.87332104,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000138058480226436,2.458379,21562517,21562558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",14,21560517,2,0.990962625073171,0.597137706001268,0.120631685710132,6.9029240113218e-05,0.5,0.4,5,NA,50,4,NA,14,NA,NA,NA,NA,NA,NA,14,252,167,41,5,31,92,2,7,50.4,20.5,TRUE,0.000138058480226436,2.458379,21562517,21562518,21562738
"Adaptive Huber","Adaptive Huber tau_q=0.99",14,21560517,3,0.78559078896539,0.540404726753131,0.295290373367342,NA,NA,NA,NA,NA,NA,NA,0.136186761666536,8,0.99,NA,NA,3.349732389658,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140398444308521,2.44818,21563517,21563548,NA
"IHT","IHT eta=0.5/L, T=50",14,21560517,3,0.80289075136115,0.531304400351569,0.263910963621126,7.01992221542607e-05,0.5,NA,NA,50,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140398444308521,2.44818,21563517,21563518,NA
"LASSO","LASSO cv.glmnet lambda.min",14,21560517,3,0.821321375817038,0.5227290191452,0.229728745781219,NA,NA,NA,NA,NA,NA,NA,2.93405483657488,8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140398444308521,2.44818,21563517,21563518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",14,21560517,3,0.947237643691405,0.65940358296862,-0.0245551398026846,NA,NA,NA,NA,NA,NA,NA,0.130863813596126,8,NA,0.99,0.98,NA,25.9471847897627,2.74984588,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140398444308521,2.44818,21563517,21563558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",14,21560517,3,0.814642197377697,0.536698368459714,0.242205858950161,7.01992221542607e-05,0.5,0.4,2,NA,50,4,NA,8,NA,NA,NA,NA,NA,NA,8,252,167,41,2,31,53,2,7,126,20.5,TRUE,0.000140398444308521,2.44818,21563517,21563518,21563738
"Adaptive Huber","Adaptive Huber tau_q=0.99",14,21560517,4,0.974818855814966,0.590460359540594,0.284697413132959,NA,NA,NA,NA,NA,NA,NA,0.114530427483825,44,0.99,NA,NA,2.38827578523032,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130066334565257,2.475555,21564517,21564548,NA
"IHT","IHT eta=0.5/L, T=50",14,21560517,4,0.900427015970476,0.547657396045967,0.389706158895821,6.50331672826285e-05,0.5,NA,NA,50,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130066334565257,2.475555,21564517,21564518,NA
"LASSO","LASSO cv.glmnet lambda.min",14,21560517,4,0.92584149566513,0.554740348375698,0.354768982109451,NA,NA,NA,NA,NA,NA,NA,0.3338622734234,44,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130066334565257,2.475555,21564517,21564518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",14,21560517,4,0.998868858635018,0.647095548892726,0.248967206905452,NA,NA,NA,NA,NA,NA,NA,0.189280532875664,44,NA,0.99,0.98,NA,27.4531106976711,2.77722088,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130066334565257,2.475555,21564517,21564558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",14,21560517,4,0.915628267246538,0.560713182654955,0.368925928599939,6.50331672826285e-05,0.5,0.4,2,NA,50,4,NA,44,NA,NA,NA,NA,NA,NA,44,252,167,41,2,31,289,2,7,126,20.5,TRUE,0.000130066334565257,2.475555,21564517,21564518,21564738
"Adaptive Huber","Adaptive Huber tau_q=0.99",14,21560517,5,0.735941323400538,0.557508452949867,0.21903497343801,NA,NA,NA,NA,NA,NA,NA,0.133223770200737,10,0.99,NA,NA,3.2815354410626,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000141759506658305,2.4798965,21565517,21565548,NA
"IHT","IHT eta=0.5/L, T=50",14,21560517,5,0.818255701798839,0.557470799903041,0.0345644487385327,7.08797533291524e-05,0.5,NA,NA,50,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000141759506658305,2.4798965,21565517,21565518,NA
"LASSO","LASSO cv.glmnet lambda.min",14,21560517,5,0.807014488465383,0.532750016116528,0.0609085851465991,NA,NA,NA,NA,NA,NA,NA,2.38290633828803,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000141759506658305,2.4798965,21565517,21565518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",14,21560517,5,1.00171835809902,0.719054680014944,-0.446893190512812,NA,NA,NA,NA,NA,NA,NA,0.112200319210918,10,NA,0.99,0.98,NA,25.6112482949705,2.94279378,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000141759506658305,2.4798965,21565517,21565558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",14,21560517,5,0.753798637003466,0.540436736283662,0.180675573954275,7.08797533291524e-05,0.5,0.4,15,NA,50,4,NA,10,NA,NA,NA,NA,NA,NA,10,252,168,42,15,31,66,2,7,16.8,21,TRUE,0.000141759506658305,2.4798965,21565517,21565518,21565738
"Adaptive Huber","Adaptive Huber tau_q=0.99",15,21660517,1,0.731277747552572,0.551706324212321,0.216519305793326,NA,NA,NA,NA,NA,NA,NA,0.131928151056201,11,0.99,NA,NA,3.25319575999861,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130118306029413,2.469759,21661517,21661548,NA
"IHT","IHT eta=0.5/L, T=50",15,21660517,1,0.765667459674587,0.536789309300034,0.141097308775184,6.50591530147067e-05,0.5,NA,NA,50,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130118306029413,2.469759,21661517,21661518,NA
"LASSO","LASSO cv.glmnet lambda.min",15,21660517,1,0.766464766114931,0.529400582421886,0.139307588729306,NA,NA,NA,NA,NA,NA,NA,2.05237477310986,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130118306029413,2.469759,21661517,21661518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",15,21660517,1,0.787371164392357,0.604734771619993,0.0917140538108109,NA,NA,NA,NA,NA,NA,NA,0.1706054139148,11,NA,0.99,0.98,NA,26.7922983765338,2.93619616,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000130118306029413,2.469759,21661517,21661558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",15,21660517,1,0.708384017689261,0.517888579928909,0.264807460303889,6.50591530147067e-05,0.5,0.4,25,NA,50,4,NA,11,NA,NA,NA,NA,NA,NA,11,252,167,41,25,31,73,2,7,10.08,20.5,TRUE,0.000130118306029413,2.469759,21661517,21661518,21661738
"Adaptive Huber","Adaptive Huber tau_q=0.99",15,21660517,2,0.661425393533817,0.50446073378876,-0.164766880786218,NA,NA,NA,NA,NA,NA,NA,0.153147193754593,14,0.99,NA,NA,3.6054972295422,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128597810847624,2.465694,21662517,21662548,NA
"IHT","IHT eta=0.5/L, T=50",15,21660517,2,0.672601083539376,0.482811434016028,-0.204460077874118,6.4298905423812e-05,0.5,NA,NA,50,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128597810847624,2.465694,21662517,21662518,NA
"LASSO","LASSO cv.glmnet lambda.min",15,21660517,2,0.635983551275343,0.461222091211547,-0.0768843149932159,NA,NA,NA,NA,NA,NA,NA,1.80225448092283,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128597810847624,2.465694,21662517,21662518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",15,21660517,2,0.722633876349164,0.557526415550287,-0.390317273531939,NA,NA,NA,NA,NA,NA,NA,0.205872725208973,14,NA,0.99,0.98,NA,27.6077566126279,3.05521403999999,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128597810847624,2.465694,21662517,21662558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",15,21660517,2,0.604802117092501,0.447539406821877,0.0261234916222531,6.4298905423812e-05,0.5,0.4,25,NA,50,4,NA,14,NA,NA,NA,NA,NA,NA,14,252,167,41,25,31,92,2,7,10.08,20.5,TRUE,0.000128597810847624,2.465694,21662517,21662518,21662738
"Adaptive Huber","Adaptive Huber tau_q=0.99",15,21660517,3,0.846641433131334,0.577497465181096,0.274514563053132,NA,NA,NA,NA,NA,NA,NA,0.140950137335258,11,0.99,NA,NA,3.19102976924294,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000125725212122449,2.475555,21663517,21663548,NA
"IHT","IHT eta=0.5/L, T=50",15,21660517,3,0.858340792028112,0.54620965797518,0.254325713015737,6.28626060612246e-05,0.5,NA,NA,50,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000125725212122449,2.475555,21663517,21663518,NA
"LASSO","LASSO cv.glmnet lambda.min",15,21660517,3,0.87462909873798,0.534844610343328,0.225756609132556,NA,NA,NA,NA,NA,NA,NA,2.6411482309337,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000125725212122449,2.475555,21663517,21663518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",15,21660517,3,0.950087083150915,0.632602500087255,0.0863991605778534,NA,NA,NA,NA,NA,NA,NA,0.220679992736728,11,NA,0.99,0.98,NA,26.3568524168934,2.60017724,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000125725212122449,2.475555,21663517,21663558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",15,21660517,3,0.847917186686395,0.565995512840242,0.272326534189652,6.28626060612246e-05,0.5,0.4,2,NA,50,4,NA,11,NA,NA,NA,NA,NA,NA,11,252,167,41,2,31,73,2,7,126,20.5,TRUE,0.000125725212122449,2.475555,21663517,21663518,21663738
"Adaptive Huber","Adaptive Huber tau_q=0.99",15,21660517,4,0.799224244994803,0.50561774667692,-0.414822780479222,NA,NA,NA,NA,NA,NA,NA,0.150103537110379,49,0.99,NA,NA,2.68956407321231,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132626082299478,2.465694,21664517,21664548,NA
"IHT","IHT eta=0.5/L, T=50",15,21660517,4,0.775186492743416,0.517777148786529,-0.330997186080994,6.63130411497391e-05,0.5,NA,NA,50,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132626082299478,2.465694,21664517,21664518,NA
"LASSO","LASSO cv.glmnet lambda.min",15,21660517,4,0.855249210074418,0.540068167041963,-0.620130907925543,NA,NA,NA,NA,NA,NA,NA,0.274800291395708,49,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132626082299478,2.465694,21664517,21664518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",15,21660517,4,0.795020230545093,0.563181543769671,-0.399977655280079,NA,NA,NA,NA,NA,NA,NA,0.190713348190413,49,NA,0.99,0.98,NA,27.2186008730919,2.93213116,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000132626082299478,2.465694,21664517,21664558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",15,21660517,4,0.613152308616953,0.422236061750731,0.16727523733433,6.63130411497391e-05,0.5,0.4,15,NA,50,4,NA,49,NA,NA,NA,NA,NA,NA,49,252,167,41,15,31,321,2,7,16.8,20.5,TRUE,0.000132626082299478,2.465694,21664517,21664518,21664738
"Adaptive Huber","Adaptive Huber tau_q=0.99",15,21660517,5,1.35772922607725,0.719959151320244,0.169832262857923,NA,NA,NA,NA,NA,NA,NA,0.0907364639401047,56,0.99,NA,NA,1.62805327111787,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135932181013659,2.4695565,21665517,21665548,NA
"IHT","IHT eta=0.5/L, T=50",15,21660517,5,1.30575047066527,0.700511256909105,0.232179151483018,6.79660905068294e-05,0.5,NA,NA,50,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135932181013659,2.4695565,21665517,21665518,NA
"LASSO","LASSO cv.glmnet lambda.min",15,21660517,5,1.31330962935128,0.717266475570027,0.223263389931764,NA,NA,NA,NA,NA,NA,NA,0.264501607118528,56,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135932181013659,2.4695565,21665517,21665518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",15,21660517,5,1.3820165149821,0.801392035847117,0.139866259933106,NA,NA,NA,NA,NA,NA,NA,0.184485163780649,56,NA,0.99,0.98,NA,26.3568524168934,1.93710908,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000135932181013659,2.4695565,21665517,21665558,NA
