"method","config","repeat_id","outer_seed","fold","rmse","mae","r2","eta","eta_scale","q","k1_cap","T","T1","T2","lambda","s","tau_q","tau_x_q","tau_y_q","tau","tau_x","tau_y","nonzero","n1","n2","b2","K1","K1_default","K1_tar","K2","K2_tar","stage1_block_size","stage2_block_size","eligible","eta_base","y_center","fold_seed","lasso_seed","ts_seed"
"Adaptive Huber","Adaptive Huber tau_q=0.99",1,20260517,1,0.671241235788032,0.537307135970288,0.0216128792531727,NA,NA,NA,NA,NA,NA,NA,0.129192696667354,40,0.99,NA,NA,2.99881233148272,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134889176982527,2.424547,20261517,20261548,NA
"IHT","IHT eta=0.5/L, T=50",1,20260517,1,0.659124862175761,0.519588853197746,0.0566152367494995,6.74445884912633e-05,0.5,NA,NA,50,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134889176982527,2.424547,20261517,20261518,NA
"LASSO","LASSO cv.glmnet lambda.min",1,20260517,1,0.648878540241987,0.506698688087977,0.0857177396568621,NA,NA,NA,NA,NA,NA,NA,0.453620328659375,40,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134889176982527,2.424547,20261517,20261518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",1,20260517,1,1.02296949129644,0.758185775635292,-1.27236888447593,NA,NA,NA,NA,NA,NA,NA,0.0798652494136263,40,NA,0.99,0.98,NA,27.0387691805669,3.07778488,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000134889176982527,2.424547,20261517,20261558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,1,0.597208039707669,0.476805518954296,0.22552971056813,6.74445884912633e-05,0.5,0.4,25,NA,50,4,NA,40,NA,NA,NA,NA,NA,NA,40,252,167,41,25,31,262,2,7,10.08,20.5,TRUE,0.000134889176982527,2.424547,20261517,20261518,20261738
"Adaptive Huber","Adaptive Huber tau_q=0.99",1,20260517,2,0.642382927091399,0.477187974887801,0.179035289316797,NA,NA,NA,NA,NA,NA,NA,0.130034801913694,35,0.99,NA,NA,3.25398045068805,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133174898811567,2.44818,20262517,20262548,NA
"IHT","IHT eta=0.5/L, T=50",1,20260517,2,0.612768154998895,0.42887307167774,0.252985754276725,6.65874494057837e-05,0.5,NA,NA,50,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133174898811567,2.44818,20262517,20262518,NA
"LASSO","LASSO cv.glmnet lambda.min",1,20260517,2,0.610751682519882,0.436837113374977,0.257894152877181,NA,NA,NA,NA,NA,NA,NA,0.726999894620038,35,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133174898811567,2.44818,20262517,20262518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",1,20260517,2,0.726141762018844,0.527327531274579,-0.0490093007454848,NA,NA,NA,NA,NA,NA,NA,0.193863606157357,35,NA,0.99,0.98,NA,27.2606759676256,2.74984588,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133174898811567,2.44818,20262517,20262558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,2,0.59956571644299,0.414590529780418,0.284828675570525,6.65874494057837e-05,0.5,0.4,2,NA,50,4,NA,35,NA,NA,NA,NA,NA,NA,35,252,167,41,2,31,230,2,7,126,20.5,TRUE,0.000133174898811567,2.44818,20262517,20262518,20262738
"Adaptive Huber","Adaptive Huber tau_q=0.99",1,20260517,3,1.02740523381217,0.636267294697093,0.239461602107055,NA,NA,NA,NA,NA,NA,NA,0.129636904435116,46,0.99,NA,NA,2.59153215240933,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131426835949837,2.477898,20263517,20263548,NA
"IHT","IHT eta=0.5/L, T=50",1,20260517,3,0.985846947163323,0.633473623255148,0.299744401327643,6.57134179749184e-05,0.5,NA,NA,50,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131426835949837,2.477898,20263517,20263518,NA
"LASSO","LASSO cv.glmnet lambda.min",1,20260517,3,1.0042353186596,0.642142982418097,0.273377936957155,NA,NA,NA,NA,NA,NA,NA,0.272873257427185,46,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131426835949837,2.477898,20263517,20263518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",1,20260517,3,1.02043790026671,0.689756533043523,0.249741786066319,NA,NA,NA,NA,NA,NA,NA,0.152700683261383,46,NA,0.99,0.98,NA,27.069259549307,2.69406712,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131426835949837,2.477898,20263517,20263558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,3,0.967536076945132,0.637488738696271,0.325515562772179,6.57134179749184e-05,0.5,0.4,2,NA,50,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131426835949837,2.477898,20263517,20263518,20263738
"Adaptive Huber","Adaptive Huber tau_q=0.99",1,20260517,4,1.17870003530336,0.669206039211987,0.138147202808488,NA,NA,NA,NA,NA,NA,NA,0.112889850029023,38,0.99,NA,NA,2.39868275731553,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128875982440046,2.477898,20264517,20264548,NA
"IHT","IHT eta=0.5/L, T=50",1,20260517,4,1.11727004906644,0.619092152946877,0.225640170056433,6.44379912200231e-05,0.5,NA,NA,50,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128875982440046,2.477898,20264517,20264518,NA
"LASSO","LASSO cv.glmnet lambda.min",1,20260517,4,1.14290646950495,0.627196287968115,0.189696183225264,NA,NA,NA,NA,NA,NA,NA,0.523988267322933,38,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128875982440046,2.477898,20264517,20264518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",1,20260517,4,1.24828322841157,0.769454569189798,0.0333866845769167,NA,NA,NA,NA,NA,NA,NA,0.186263408160936,38,NA,0.99,0.98,NA,26.6913147841778,2.60252024,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128875982440046,2.477898,20264517,20264558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,4,1.10762204331539,0.619575694072619,0.238956146204459,6.44379912200231e-05,0.5,0.4,2,NA,50,4,NA,38,NA,NA,NA,NA,NA,NA,38,252,167,41,2,31,249,2,7,126,20.5,TRUE,0.000128875982440046,2.477898,20264517,20264518,20264738
"Adaptive Huber","Adaptive Huber tau_q=0.99",1,20260517,5,0.775835791844633,0.548276363404468,0.17807452588338,NA,NA,NA,NA,NA,NA,NA,0.141997864710737,14,0.99,NA,NA,3.30395193261634,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139565594635772,2.493504,20265517,20265548,NA
"IHT","IHT eta=0.5/L, T=50",1,20260517,5,0.829391508462384,0.556630745236617,0.0606834208816175,6.97827973178859e-05,0.5,NA,NA,50,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139565594635772,2.493504,20265517,20265518,NA
"LASSO","LASSO cv.glmnet lambda.min",1,20260517,5,0.804970754420716,0.530855235730222,0.115183886678738,NA,NA,NA,NA,NA,NA,NA,1.92129894841947,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139565594635772,2.493504,20265517,20265518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",1,20260517,5,0.886446225127466,0.64014472119056,-0.0729947781253899,NA,NA,NA,NA,NA,NA,NA,0.197754792585215,14,NA,0.99,0.98,NA,25.3704641063363,2.4076975,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000139565594635772,2.493504,20265517,20265558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",1,20260517,5,0.785372120779809,0.538907297159048,0.157744647296085,6.97827973178859e-05,0.5,0.4,2,NA,50,4,NA,14,NA,NA,NA,NA,NA,NA,14,252,168,42,2,31,92,2,7,126,21,TRUE,0.000139565594635772,2.493504,20265517,20265518,20265738
"Adaptive Huber","Adaptive Huber tau_q=0.99",2,20360517,1,1.01672309212444,0.643750939142263,-0.0207506244095677,NA,NA,NA,NA,NA,NA,NA,0.138088364307238,28,0.99,NA,NA,2.94212844016109,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133379659073862,2.437935,20361517,20361548,NA
"IHT","IHT eta=0.5/L, T=50",2,20360517,1,0.943931516402928,0.60850779327591,0.120177117885678,6.6689829536931e-05,0.5,NA,NA,50,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133379659073862,2.437935,20361517,20361518,NA
"LASSO","LASSO cv.glmnet lambda.min",2,20360517,1,0.964098816790577,0.617218469375893,0.0821802918041848,NA,NA,NA,NA,NA,NA,NA,0.611817269942307,28,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133379659073862,2.437935,20361517,20361518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",2,20360517,1,0.941021369690945,0.634642543532904,0.125593754023978,NA,NA,NA,NA,NA,NA,NA,0.36475015169082,28,NA,0.99,0.98,NA,27.0543580859026,2.65410411999999,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133379659073862,2.437935,20361517,20361558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",2,20360517,1,0.904668027589017,0.551151946694044,0.191848537654801,6.6689829536931e-05,0.5,0.4,15,NA,50,4,NA,28,NA,NA,NA,NA,NA,NA,28,252,167,41,15,31,184,2,7,16.8,20.5,TRUE,0.000133379659073862,2.437935,20361517,20361518,20361738
"Adaptive Huber","Adaptive Huber tau_q=0.99",2,20360517,2,0.719567068136293,0.546927553743715,-0.303463894341907,NA,NA,NA,NA,NA,NA,NA,0.155593724493986,61,0.99,NA,NA,3.00028422811347,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128882259103463,2.503936,20362517,20362548,NA
"IHT","IHT eta=0.5/L, T=50",2,20360517,2,0.612405218418482,0.474763553871038,0.0558647490618274,6.44411295517313e-05,0.5,NA,NA,50,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128882259103463,2.503936,20362517,20362518,NA
"LASSO","LASSO cv.glmnet lambda.min",2,20360517,2,0.69915897782722,0.54120098363163,-0.230575672255194,NA,NA,NA,NA,NA,NA,NA,0.205685746851687,61,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128882259103463,2.503936,20362517,20362518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",2,20360517,2,0.802302830271023,0.649870348608594,-0.62044052629345,NA,NA,NA,NA,NA,NA,NA,0.134521749462311,61,NA,0.99,0.98,NA,27.1525523425582,3.15717388,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000128882259103463,2.503936,20362517,20362558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",2,20360517,2,0.557297653488731,0.444922006839839,0.218136613037175,6.44411295517313e-05,0.5,0.4,25,NA,50,4,NA,61,NA,NA,NA,NA,NA,NA,61,252,167,41,25,31,400,2,7,10.08,20.5,TRUE,0.000128882259103463,2.503936,20362517,20362518,20362738
"Adaptive Huber","Adaptive Huber tau_q=0.99",2,20360517,3,0.887884007885541,0.53621419779693,0.308854529112488,NA,NA,NA,NA,NA,NA,NA,0.102827995516961,6,0.99,NA,NA,3.38328037595429,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000148403724233884,2.477898,20363517,20363548,NA
"IHT","IHT eta=0.5/L, T=50",2,20360517,3,0.897921600407413,0.494331233623907,0.293139299064685,7.42018621169421e-05,0.5,NA,NA,50,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000148403724233884,2.477898,20363517,20363518,NA
"LASSO","LASSO cv.glmnet lambda.min",2,20360517,3,0.939719528821057,0.493058770651838,0.225799400296355,NA,NA,NA,NA,NA,NA,NA,3.21411095379034,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000148403724233884,2.477898,20363517,20363518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",2,20360517,3,1.13887764338005,0.674176405824065,-0.137132662508469,NA,NA,NA,NA,NA,NA,NA,0.155724521089007,6,NA,0.99,0.98,NA,25.5791472134138,2.77956388,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000148403724233884,2.477898,20363517,20363558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",2,20360517,3,0.874778395405908,0.498280888589333,0.329107253955077,7.42018621169421e-05,0.5,0.4,2,NA,50,4,NA,6,NA,NA,NA,NA,NA,NA,6,252,167,41,2,31,40,2,7,126,20.5,TRUE,0.000148403724233884,2.477898,20363517,20363518,20363738
"Adaptive Huber","Adaptive Huber tau_q=0.99",2,20360517,4,1.064020978565,0.598244716217489,0.186730481236941,NA,NA,NA,NA,NA,NA,NA,0.0972127363382228,44,0.99,NA,NA,2.36249777686356,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127062311178558,2.455662,20364517,20364548,NA
"IHT","IHT eta=0.5/L, T=50",2,20360517,4,0.953927194033086,0.566823734601828,0.346320939901141,6.35311555892792e-05,0.5,NA,NA,50,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127062311178558,2.455662,20364517,20364518,NA
"LASSO","LASSO cv.glmnet lambda.min",2,20360517,4,1.00673442258611,0.578933665424647,0.27194539920413,NA,NA,NA,NA,NA,NA,NA,0.411136272458333,44,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127062311178558,2.455662,20364517,20364518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",2,20360517,4,1.03828196159965,0.61683783425495,0.225601092272451,NA,NA,NA,NA,NA,NA,NA,0.256164508959416,44,NA,0.99,0.98,NA,27.1616960835582,2.52492523999999,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000127062311178558,2.455662,20364517,20364558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",2,20360517,4,1.00805562329385,0.567269300927623,0.270033201871459,6.35311555892792e-05,0.5,0.4,15,NA,50,4,NA,44,NA,NA,NA,NA,NA,NA,44,252,167,41,15,31,289,2,7,16.8,20.5,TRUE,0.000127062311178558,2.455662,20364517,20364518,20364738
"Adaptive Huber","Adaptive Huber tau_q=0.99",2,20360517,5,0.788557524845992,0.558525464101192,0.213828564534393,NA,NA,NA,NA,NA,NA,NA,0.122790496940129,23,0.99,NA,NA,3.11639713545541,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000137465306988553,2.4474555,20365517,20365548,NA
"IHT","IHT eta=0.5/L, T=50",2,20360517,5,0.845363263323078,0.561627169080732,0.0964811007078036,6.87326534942766e-05,0.5,NA,NA,50,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000137465306988553,2.4474555,20365517,20365518,NA
"LASSO","LASSO cv.glmnet lambda.min",2,20360517,5,0.836792541121406,0.543143711454073,0.114708895756067,NA,NA,NA,NA,NA,NA,NA,1.09309952725396,23,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000137465306988553,2.4474555,20365517,20365518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",2,20360517,5,0.886341501979861,0.612308318729217,0.00676350245173696,NA,NA,NA,NA,NA,NA,NA,0.158240480201802,23,NA,0.99,0.98,NA,26.3568524168934,2.361649,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000137465306988553,2.4474555,20365517,20365558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",2,20360517,5,0.805030176106301,0.530754067402245,0.180639885054286,6.87326534942766e-05,0.5,0.4,5,NA,50,4,NA,23,NA,NA,NA,NA,NA,NA,23,252,168,42,5,31,151,2,7,50.4,21,TRUE,0.000137465306988553,2.4474555,20365517,20365518,20365738
"Adaptive Huber","Adaptive Huber tau_q=0.99",3,20460517,1,0.628027161157244,0.500020068952862,0.0538227301551855,NA,NA,NA,NA,NA,NA,NA,0.157054377833625,49,0.99,NA,NA,2.95407147453701,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129546394883159,2.477898,20461517,20461548,NA
"IHT","IHT eta=0.5/L, T=50",3,20460517,1,0.652048197355704,0.504356656672563,-0.0199410105490618,6.47731974415796e-05,0.5,NA,NA,50,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129546394883159,2.477898,20461517,20461518,NA
"LASSO","LASSO cv.glmnet lambda.min",3,20460517,1,0.665186133867962,0.517009447170978,-0.0614560884767033,NA,NA,NA,NA,NA,NA,NA,0.301216202887698,49,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129546394883159,2.477898,20461517,20461518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",3,20460517,1,0.715221393941948,0.564303089088778,-0.227147171947764,NA,NA,NA,NA,NA,NA,NA,0.175388461546611,49,NA,0.99,0.98,NA,27.2477598024682,3.13113588,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000129546394883159,2.477898,20461517,20461558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",3,20460517,1,0.602494312747955,0.468369231907656,0.129193703041656,6.47731974415796e-05,0.5,0.4,15,NA,50,4,NA,49,NA,NA,NA,NA,NA,NA,49,252,167,41,15,31,321,2,7,16.8,20.5,TRUE,0.000129546394883159,2.477898,20461517,20461518,20461738
"Adaptive Huber","Adaptive Huber tau_q=0.99",3,20460517,2,1.21256071861878,0.655397312622402,0.254495230009774,NA,NA,NA,NA,NA,NA,NA,0.102480814741042,46,0.99,NA,NA,2.31591896524136,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131923292803607,2.487424,20462517,20462548,NA
"IHT","IHT eta=0.5/L, T=50",3,20460517,2,1.19777776308199,0.625751931655444,0.272562092608622,6.59616464018035e-05,0.5,NA,NA,50,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131923292803607,2.487424,20462517,20462518,NA
"LASSO","LASSO cv.glmnet lambda.min",3,20460517,2,1.18307610569052,0.629990228243368,0.290309808773694,NA,NA,NA,NA,NA,NA,NA,0.312961600646667,46,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131923292803607,2.487424,20462517,20462518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",3,20460517,2,1.36461658828601,0.756050118190511,0.0557984063483187,NA,NA,NA,NA,NA,NA,NA,0.0681689336980532,46,NA,0.99,0.98,NA,26.2034286759153,2.61204624,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000131923292803607,2.487424,20462517,20462558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",3,20460517,2,1.2294841977193,0.658422985403092,0.233540274957247,6.59616464018035e-05,0.5,0.4,2,NA,50,4,NA,46,NA,NA,NA,NA,NA,NA,46,252,167,41,2,31,302,2,7,126,20.5,TRUE,0.000131923292803607,2.487424,20462517,20462518,20462738
"Adaptive Huber","Adaptive Huber tau_q=0.99",3,20460517,3,0.926950131959504,0.638902167413992,0.268936475968049,NA,NA,NA,NA,NA,NA,NA,0.118579590108018,30,0.99,NA,NA,2.99251866998535,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140382987858099,2.469759,20463517,20463548,NA
"IHT","IHT eta=0.5/L, T=50",3,20460517,3,0.963130257015649,0.634366473832885,0.210753930975383,7.01914939290493e-05,0.5,NA,NA,50,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140382987858099,2.469759,20463517,20463518,NA
"LASSO","LASSO cv.glmnet lambda.min",3,20460517,3,0.975117522977232,0.640207447363853,0.190985517748585,NA,NA,NA,NA,NA,NA,NA,0.762238275431946,30,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140382987858099,2.469759,20463517,20463518,NA
"Shrinkage","Shrinkage tau_x_q=0.99, tau_y_q=0.98",3,20460517,3,1.07458045378568,0.742240593349803,0.0175278515064531,NA,NA,NA,NA,NA,NA,NA,0.208550242925183,30,NA,0.99,0.98,NA,26.3036168341663,2.387028,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000140382987858099,2.469759,20463517,20463558,NA
"TS-RIGHT-TUNED","TS tuned K1cap in {2,5,15,25}, T1=50, T2=4, eta=0.5/L",3,20460517,3,0.989441136887951,0.641668717735824,0.167043542276911,7.01914939290493e-05,0.5,0.4,2,NA,50,4,NA,30,NA,NA,NA,NA,NA,NA,30,252,167,41,2,31,197,2,7,126,20.5,TRUE,0.000140382987858099,2.469759,20463517,20463518,20463738
"Adaptive Huber","Adaptive Huber tau_q=0.99",3,20460517,4,0.726147217925236,0.455832351958413,-0.252352737757274,NA,NA,NA,NA,NA,NA,NA,0.140598581853419,13,0.99,NA,NA,3.70188079867526,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.000133289632316267,2.437935,20464517,20464548,NA
