"n","p","rep_id","method","l2_error","runtime_sec","seed_data","seed_split","seed_algo","tuning_config_id","q","T1","T2","T_fd_budget","eta","T","lambda","tau","tau_q"
2400,800,7,"Adaptive Huber",0.302575024912359,432.38,20910514,21010514,21310514,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,4.00916562833344,0.9
2400,800,7,"Shrinkage",1.05355028822423,13.1999999999999,20910514,21010514,21410514,NA,NA,NA,NA,NA,NA,NA,0.726499624215088,5.18910335872809,0.98
800,800,8,"TS-RIGHT",0.273973591290451,8.76999999999998,20870515,20970515,21070515,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,8,"IHT",1.97505741614973,2.92000000000002,20870515,20970515,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,8,"Lasso",2.02103631244814,0.780000000000001,20870515,20970515,21170515,NA,NA,NA,NA,NA,NA,NA,1.02264801726568,NA,NA
800,800,8,"Adaptive Huber",0.260975001484498,130.45,20870515,20970515,21270515,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,8.20440626418377,0.95
800,800,8,"Shrinkage",1.26844407061846,1.41000000000003,20870515,20970515,21370515,NA,NA,NA,NA,NA,NA,NA,1.16768045630926,5.19542183908812,0.98
1200,800,8,"TS-RIGHT",0.225645832229956,7.41999999999999,20880515,20980515,21080515,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,8,"IHT",0.308032390706936,3.64000000000001,20880515,20980515,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,8,"Lasso",0.24879064133796,3.63999999999999,20880515,20980515,21180515,NA,NA,NA,NA,NA,NA,NA,0.476280163708331,NA,NA
1200,800,8,"Adaptive Huber",0.235337016706751,207.08,20880515,20980515,21280515,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.33150184807769,0.95
1200,800,8,"Shrinkage",0.935552132283921,4.79000000000002,20880515,20980515,21380515,NA,NA,NA,NA,NA,NA,NA,0.642738118377381,3.4458111385387,0.95
1600,800,8,"TS-RIGHT",0.164481560556442,9.32999999999998,20890515,20990515,21090515,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,8,"IHT",0.370444791115201,6.31,20890515,20990515,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,8,"Lasso",0.366906176011924,4.93000000000001,20890515,20990515,21190515,NA,NA,NA,NA,NA,NA,NA,0.59059900993323,NA,NA
1600,800,8,"Adaptive Huber",0.236556229311592,280.06,20890515,20990515,21290515,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.87248468534368,0.95
1600,800,8,"Shrinkage",1.08885410327677,10.73,20890515,20990515,21390515,NA,NA,NA,NA,NA,NA,NA,0.485786978772627,5.05241949614201,0.98
2000,800,8,"TS-RIGHT",0.191411289432382,8.94,20900515,21000515,21100515,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,8,"IHT",0.296614452799664,6.04999999999998,20900515,21000515,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,8,"Lasso",0.375939369392018,4.91,20900515,21000515,21200515,NA,NA,NA,NA,NA,NA,NA,0.443306051418737,NA,NA
2000,800,8,"Adaptive Huber",0.175970575767279,375.63,20900515,21000515,21300515,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.59326456602981,0.95
2000,800,8,"Shrinkage",1.1006920382292,15.29,20900515,21000515,21400515,NA,NA,NA,NA,NA,NA,NA,0.84514029165411,5.70574306351427,0.98
2400,800,8,"TS-RIGHT",0.170774948066503,9.98999999999998,20910515,21010515,21110515,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,8,"IHT",0.227791669418797,8.92000000000002,20910515,21010515,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,8,"Lasso",0.335596355069161,5.69,20910515,21010515,21210515,NA,NA,NA,NA,NA,NA,NA,0.405069314004888,NA,NA
2400,800,8,"Adaptive Huber",0.146704616267966,427.17,20910515,21010515,21310515,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.28440064181811,0.95
2400,800,8,"Shrinkage",0.818299874203034,15.83,20910515,21010515,21410515,NA,NA,NA,NA,NA,NA,NA,0.623472730532908,5.41815007134782,0.98
800,800,9,"TS-RIGHT",0.318943184373683,9.28,20870516,20970516,21070516,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,9,"IHT",3.32120619507578,2.74000000000001,20870516,20970516,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,9,"Lasso",0.375479236300873,0.5,20870516,20970516,21170516,NA,NA,NA,NA,NA,NA,NA,0.441317685890268,NA,NA
800,800,9,"Adaptive Huber",0.160726011435266,127.95,20870516,20970516,21270516,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.73952493181323,0.95
800,800,9,"Shrinkage",2.15612810033501,1.55000000000001,20870516,20970516,21370516,NA,NA,NA,NA,NA,NA,NA,0.97315711929414,3.55179244507242,0.95
1200,800,9,"TS-RIGHT",0.259761823102346,7.31999999999999,20880516,20980516,21080516,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,9,"IHT",0.408815163112232,3.69999999999999,20880516,20980516,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,9,"Lasso",0.619140132685291,4.14000000000001,20880516,20980516,21180516,NA,NA,NA,NA,NA,NA,NA,0.398988530104244,NA,NA
1200,800,9,"Adaptive Huber",0.244832744704055,208.81,20880516,20980516,21280516,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,3.75615565846624,0.9
1200,800,9,"Shrinkage",0.968047782197212,5.85000000000002,20880516,20980516,21380516,NA,NA,NA,NA,NA,NA,NA,0.59652850357925,4.86583444397133,0.98
1600,800,9,"TS-RIGHT",0.252440440779303,8.33000000000001,20890516,20990516,21090516,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,9,"IHT",0.372807098469315,5.34999999999999,20890516,20990516,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,9,"Lasso",0.509490768337314,4.12,20890516,20990516,21190516,NA,NA,NA,NA,NA,NA,NA,0.676932199357928,NA,NA
1600,800,9,"Adaptive Huber",0.329361421517745,283.74,20890516,20990516,21290516,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,12.0769942091654,0.98
1600,800,9,"Shrinkage",1.12269472733786,14.0599999999999,20890516,20990516,21390516,NA,NA,NA,NA,NA,NA,NA,0.633174049217956,5.10198929976259,0.98
2000,800,9,"TS-RIGHT",0.15703348825827,9.61000000000001,20900516,21000516,21100516,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,9,"IHT",0.420562240166713,6.34999999999999,20900516,21000516,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,9,"Lasso",0.441224520040892,8.72000000000003,20900516,21000516,21200516,NA,NA,NA,NA,NA,NA,NA,0.635497788967506,NA,NA
2000,800,9,"Adaptive Huber",0.199392858413684,379.14,20900516,21000516,21300516,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.66833633109265,0.95
2000,800,9,"Shrinkage",1.01988964953392,13.6500000000001,20900516,21000516,21400516,NA,NA,NA,NA,NA,NA,NA,0.850827547205293,5.8912936830839,0.98
2400,800,9,"TS-RIGHT",0.153664573596254,10.11,20910516,21010516,21110516,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,9,"IHT",0.311303687846901,8.54000000000002,20910516,21010516,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,9,"Lasso",0.331682972178505,5.17000000000002,20910516,21010516,21210516,NA,NA,NA,NA,NA,NA,NA,0.678660411178744,NA,NA
2400,800,9,"Adaptive Huber",0.136509199210369,444.73,20910516,21010516,21310516,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.85832434259641,0.95
2400,800,9,"Shrinkage",1.14921261776797,17.74,20910516,21010516,21410516,NA,NA,NA,NA,NA,NA,NA,0.582901821705049,3.59921575064088,0.95
800,800,10,"TS-RIGHT",0.428914888244407,9.37,20870517,20970517,21070517,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,10,"IHT",0.2637323212379,2.25,20870517,20970517,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,10,"Lasso",0.562136867168106,0.71999999999997,20870517,20970517,21170517,NA,NA,NA,NA,NA,NA,NA,0.855776536087482,NA,NA
800,800,10,"Adaptive Huber",0.277560938662979,126.97,20870517,20970517,21270517,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.33790767107693,0.95
800,800,10,"Shrinkage",1.25492666298258,1.84000000000003,20870517,20970517,21370517,NA,NA,NA,NA,NA,NA,NA,0.851058752391871,5.58524518856446,0.98
1200,800,10,"TS-RIGHT",0.263213023414527,7.55000000000001,20880517,20980517,21080517,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,10,"IHT",0.544607036512991,4.18000000000001,20880517,20980517,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,10,"Lasso",0.748492257893266,8.29000000000002,20880517,20980517,21180517,NA,NA,NA,NA,NA,NA,NA,1.02953066171996,NA,NA
1200,800,10,"Adaptive Huber",0.291970131271188,211.74,20880517,20980517,21280517,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.96188910278057,0.95
1200,800,10,"Shrinkage",1.0909897446581,4.39999999999998,20880517,20980517,21380517,NA,NA,NA,NA,NA,NA,NA,0.825171190924595,3.44035666824908,0.95
1600,800,10,"TS-RIGHT",0.169952564127478,7.31,20890517,20990517,21090517,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,10,"IHT",0.291221224254406,5.85999999999996,20890517,20990517,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,10,"Lasso",0.364607535241811,3.61000000000001,20890517,20990517,21190517,NA,NA,NA,NA,NA,NA,NA,0.466732400780608,NA,NA
1600,800,10,"Adaptive Huber",0.248929069351277,283.86,20890517,20990517,21290517,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.40463426630065,0.95
1600,800,10,"Shrinkage",1.10004086779491,13.91,20890517,20990517,21390517,NA,NA,NA,NA,NA,NA,NA,0.715378570992496,3.72677226187283,0.95
2000,800,10,"TS-RIGHT",0.177800729580057,8.25,20900517,21000517,21100517,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,10,"IHT",0.393206328353407,8.19999999999999,20900517,21000517,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,10,"Lasso",0.437856147386864,6.74000000000001,20900517,21000517,21200517,NA,NA,NA,NA,NA,NA,NA,0.655042291931492,NA,NA
2000,800,10,"Adaptive Huber",0.224309998569775,361.48,20900517,21000517,21300517,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.89672089415818,0.95
2000,800,10,"Shrinkage",1.33827911486662,15.26,20900517,21000517,21400517,NA,NA,NA,NA,NA,NA,NA,0.700478790027117,3.57532769186856,0.95
2400,800,10,"TS-RIGHT",0.15791965359884,9.83999999999997,20910517,21010517,21110517,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,10,"IHT",6.30339390489039e+76,8.97000000000003,20910517,21010517,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,10,"Lasso",1.13771251399167,9.38,20910517,21010517,21210517,NA,NA,NA,NA,NA,NA,NA,1.54436880675189,NA,NA
2400,800,10,"Adaptive Huber",0.143001549473349,451.34,20910517,21010517,21310517,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.09420621425095,0.95
2400,800,10,"Shrinkage",1.22313363317427,17.41,20910517,21010517,21410517,NA,NA,NA,NA,NA,NA,NA,1.14421350906099,5.48660789396999,0.98
800,800,11,"TS-RIGHT",0.369134247952308,10,20870518,20970518,21070518,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,11,"IHT",0.385810505129971,2.5,20870518,20970518,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,11,"Lasso",0.370934085663933,0.909999999999968,20870518,20970518,21170518,NA,NA,NA,NA,NA,NA,NA,0.498575704367024,NA,NA
800,800,11,"Adaptive Huber",0.275219188965282,127.7,20870518,20970518,21270518,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.68242025709861,0.95
800,800,11,"Shrinkage",1.12163742621056,1.55000000000001,20870518,20970518,21370518,NA,NA,NA,NA,NA,NA,NA,0.496747708119455,5.04308548692889,0.98
1200,800,11,"TS-RIGHT",0.226957745655609,7.02999999999997,20880518,20980518,21080518,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,11,"IHT",0.661564231003034,3.59000000000003,20880518,20980518,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,11,"Lasso",0.789057029836789,6.71999999999997,20880518,20980518,21180518,NA,NA,NA,NA,NA,NA,NA,1.02266523272313,NA,NA
1200,800,11,"Adaptive Huber",0.199279078968054,207.58,20880518,20980518,21280518,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.69197986799541,0.95
1200,800,11,"Shrinkage",1.17369046941859,5.75,20880518,20980518,21380518,NA,NA,NA,NA,NA,NA,NA,0.724870681730304,5.56416443767499,0.98
1600,800,11,"TS-RIGHT",0.196545189317258,8.11000000000001,20890518,20990518,21090518,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,11,"IHT",0.373632936275612,5,20890518,20990518,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,11,"Lasso",0.223940518299658,4.81,20890518,20990518,21190518,NA,NA,NA,NA,NA,NA,NA,0.5216441060013,NA,NA
1600,800,11,"Adaptive Huber",0.182061811228167,270.2,20890518,20990518,21290518,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,11.6165768594896,0.98
1600,800,11,"Shrinkage",1.07906355900093,13.6700000000001,20890518,20990518,21390518,NA,NA,NA,NA,NA,NA,NA,0.645831597990615,5.47123808130636,0.98
2000,800,11,"TS-RIGHT",0.130473899342554,9.20999999999998,20900518,21000518,21100518,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,11,"IHT",0.30603965631443,6.56,20900518,21000518,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,11,"Lasso",0.411685269515319,4.42999999999995,20900518,21000518,21200518,NA,NA,NA,NA,NA,NA,NA,0.487131812166616,NA,NA
2000,800,11,"Adaptive Huber",0.303156256887374,367.82,20900518,21000518,21300518,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.7753662498673,0.95
2000,800,11,"Shrinkage",0.940805967904572,16.2099999999999,20900518,21000518,21400518,NA,NA,NA,NA,NA,NA,NA,0.698191319278209,5.17867438178812,0.98
2400,800,11,"TS-RIGHT",0.233728720937781,8.78000000000003,20910518,21010518,21110518,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,11,"IHT",0.518939610286625,9.02999999999997,20910518,21010518,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,11,"Lasso",0.893185328478364,8.61000000000001,20910518,21010518,21210518,NA,NA,NA,NA,NA,NA,NA,1.71243235738243,NA,NA
2400,800,11,"Adaptive Huber",0.223813465843135,434.11,20910518,21010518,21310518,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.39204251020107,0.95
2400,800,11,"Shrinkage",1.20890733866232,16.48,20910518,21010518,21410518,NA,NA,NA,NA,NA,NA,NA,0.937334985786248,5.63576757361333,0.98
800,800,12,"TS-RIGHT",0.25830207512702,9.11000000000001,20870519,20970519,21070519,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,12,"IHT",2.58669546220355e+84,2.44999999999999,20870519,20970519,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,12,"Lasso",0.479138195400017,0.45999999999998,20870519,20970519,21170519,NA,NA,NA,NA,NA,NA,NA,0.312281398752547,NA,NA
800,800,12,"Adaptive Huber",0.264147238292446,128.14,20870519,20970519,21270519,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.14107810819294,0.95
800,800,12,"Shrinkage",1.61176508186226,1.31000000000006,20870519,20970519,21370519,NA,NA,NA,NA,NA,NA,NA,1.09164819596308,5.52662890911152,0.98
1200,800,12,"TS-RIGHT",0.274711911240553,7.02000000000004,20880519,20980519,21080519,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,12,"IHT",0.168980301730008,3.58999999999997,20880519,20980519,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,12,"Lasso",0.302125068176104,2.91000000000003,20880519,20980519,21180519,NA,NA,NA,NA,NA,NA,NA,0.502773976605215,NA,NA
1200,800,12,"Adaptive Huber",0.229306526487766,205.67,20880519,20980519,21280519,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.93816440824708,0.95
1200,800,12,"Shrinkage",1.34951873190238,5.25,20880519,20980519,21380519,NA,NA,NA,NA,NA,NA,NA,0.793665447498456,3.45680034884278,0.95
1600,800,12,"TS-RIGHT",0.148176363530479,8.25999999999999,20890519,20990519,21090519,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,12,"IHT",8.157924261405e+99,6.51999999999998,20890519,20990519,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,12,"Lasso",0.522927732396435,7.19999999999999,20890519,20990519,21190519,NA,NA,NA,NA,NA,NA,NA,0.324650842028924,NA,NA
1600,800,12,"Adaptive Huber",0.220963982814172,284.11,20890519,20990519,21290519,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.34841450555147,0.95
1600,800,12,"Shrinkage",0.984348684877561,13.38,20890519,20990519,21390519,NA,NA,NA,NA,NA,NA,NA,0.811213119378579,5.52924318185793,0.98
2000,800,12,"TS-RIGHT",0.20751398760991,9.32999999999998,20900519,21000519,21100519,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,12,"IHT",0.570773715422115,6.69999999999999,20900519,21000519,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,12,"Lasso",0.498104743930915,7.83000000000004,20900519,21000519,21200519,NA,NA,NA,NA,NA,NA,NA,1.01821354996919,NA,NA
2000,800,12,"Adaptive Huber",0.192001198940338,364.16,20900519,21000519,21300519,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.64763233651083,0.95
2000,800,12,"Shrinkage",0.738665059788188,14.46,20900519,21000519,21400519,NA,NA,NA,NA,NA,NA,NA,0.627318005837199,5.12895345752828,0.98
2400,800,12,"TS-RIGHT",0.211058448952745,8.83000000000004,20910519,21010519,21110519,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,12,"IHT",0.306346047540224,10.36,20910519,21010519,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,12,"Lasso",0.334031431310739,7.48000000000002,20910519,21010519,21210519,NA,NA,NA,NA,NA,NA,NA,0.365928392153398,NA,NA
2400,800,12,"Adaptive Huber",0.246923967066455,420.6,20910519,21010519,21310519,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.10219251461697,0.95
2400,800,12,"Shrinkage",1.19951384322943,16.76,20910519,21010519,21410519,NA,NA,NA,NA,NA,NA,NA,0.662318326403527,3.59127880589271,0.95
800,800,13,"TS-RIGHT",0.274838552130061,8.97999999999996,20870520,20970520,21070520,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,13,"IHT",0.320551171601168,2.75,20870520,20970520,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,13,"Lasso",0.424351660833581,0.54000000000002,20870520,20970520,21170520,NA,NA,NA,NA,NA,NA,NA,0.493762820288224,NA,NA
800,800,13,"Adaptive Huber",0.280952278984725,126.32,20870520,20970520,21270520,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.44777099682877,0.95
800,800,13,"Shrinkage",1.31300778245922,1.90999999999997,20870520,20970520,21370520,NA,NA,NA,NA,NA,NA,NA,0.877688272000357,3.63472138684189,0.95
1200,800,13,"TS-RIGHT",0.278589308221768,7.62,20880520,20980520,21080520,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,13,"IHT",0.249152316711063,3.49000000000001,20880520,20980520,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,13,"Lasso",0.329630967599978,5.08999999999997,20880520,20980520,21180520,NA,NA,NA,NA,NA,NA,NA,0.486325808474762,NA,NA
1200,800,13,"Adaptive Huber",0.248804931314792,199.78,20880520,20980520,21280520,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.23771056918725,0.95
1200,800,13,"Shrinkage",0.985063027364254,5.41999999999996,20880520,20980520,21380520,NA,NA,NA,NA,NA,NA,NA,0.779394341900164,3.5476200919958,0.95
1600,800,13,"TS-RIGHT",0.245173330997282,8.21999999999997,20890520,20990520,21090520,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,13,"IHT",0.528362784245222,7.03999999999996,20890520,20990520,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,13,"Lasso",0.504021614338344,5.10000000000002,20890520,20990520,21190520,NA,NA,NA,NA,NA,NA,NA,0.83777493291649,NA,NA
1600,800,13,"Adaptive Huber",0.202819339241485,290.39,20890520,20990520,21290520,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.86050644361766,0.95
1600,800,13,"Shrinkage",1.09446002718094,13.0799999999999,20890520,20990520,21390520,NA,NA,NA,NA,NA,NA,NA,0.545012447997136,3.47807127431858,0.95
2000,800,13,"TS-RIGHT",0.181275120222175,8.12,20900520,21000520,21100520,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,13,"IHT",0.396207722223739,8.25,20900520,21000520,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,13,"Lasso",0.484795320330129,6,20900520,21000520,21200520,NA,NA,NA,NA,NA,NA,NA,0.769105928004216,NA,NA
2000,800,13,"Adaptive Huber",0.27173878881975,372.08,20900520,21000520,21300520,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.28504931511755,0.95
2000,800,13,"Shrinkage",1.3620640273507,17.5,20900520,21000520,21400520,NA,NA,NA,NA,NA,NA,NA,0.865861962057398,5.43548015925055,0.98
2400,800,13,"TS-RIGHT",0.224100160647455,9.47999999999996,20910520,21010520,21110520,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,13,"IHT",3.09119225344638e+58,7.44,20910520,21010520,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,13,"Lasso",0.28332809665745,4.87,20910520,21010520,21210520,NA,NA,NA,NA,NA,NA,NA,0.579009364007577,NA,NA
2400,800,13,"Adaptive Huber",0.117689203719237,407.04,20910520,21010520,21310520,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.34277972822787,0.95
2400,800,13,"Shrinkage",0.902449797906821,15.3099999999999,20910520,21010520,21410520,NA,NA,NA,NA,NA,NA,NA,0.913002704558115,5.44364548680834,0.98
800,800,14,"TS-RIGHT",0.514306248830422,9.88999999999999,20870521,20970521,21070521,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,14,"IHT",0.885681441757399,2.72000000000003,20870521,20970521,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,14,"Lasso",0.688974179356471,0.949999999999989,20870521,20970521,21170521,NA,NA,NA,NA,NA,NA,NA,0.781714308017503,NA,NA
800,800,14,"Adaptive Huber",0.357793903194961,127.33,20870521,20970521,21270521,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,3.76054667030509,0.9
800,800,14,"Shrinkage",1.34362476157839,1.79999999999995,20870521,20970521,21370521,NA,NA,NA,NA,NA,NA,NA,0.679395771118787,5.45703013661724,0.98
1200,800,14,"TS-RIGHT",0.209356712321635,7.87,20880521,20980521,21080521,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,14,"IHT",0.293295416537967,3.83999999999997,20880521,20980521,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,14,"Lasso",0.287604637654036,3.76999999999998,20880521,20980521,21180521,NA,NA,NA,NA,NA,NA,NA,0.407735329991463,NA,NA
1200,800,14,"Adaptive Huber",0.482039825082368,208.09,20880521,20980521,21280521,NA,NA,NA,NA,NA,NA,NA,1,11.4666917081527,0.98
1200,800,14,"Shrinkage",1.62592620751065,3.93999999999994,20880521,20980521,21380521,NA,NA,NA,NA,NA,NA,NA,0.933592560457477,3.6725928443298,0.95
1600,800,14,"TS-RIGHT",0.180763099639214,7.43000000000001,20890521,20990521,21090521,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,14,"IHT",0.286815423981788,6.70999999999998,20890521,20990521,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,14,"Lasso",0.333380726282698,4.19999999999993,20890521,20990521,21190521,NA,NA,NA,NA,NA,NA,NA,0.29335416387622,NA,NA
1600,800,14,"Adaptive Huber",0.344156853858562,285.93,20890521,20990521,21290521,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.39963644602415,0.95
1600,800,14,"Shrinkage",1.2857837176435,12.39,20890521,20990521,21390521,NA,NA,NA,NA,NA,NA,NA,0.588374821500421,4.7788417908733,0.98
2000,800,14,"TS-RIGHT",0.215203482177605,8.43000000000001,20900521,21000521,21100521,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,14,"IHT",0.235813663681393,6.32999999999998,20900521,21000521,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,14,"Lasso",0.338492429284732,4.90999999999997,20900521,21000521,21200521,NA,NA,NA,NA,NA,NA,NA,0.383538835105019,NA,NA
2000,800,14,"Adaptive Huber",0.263886228760936,369.47,20900521,21000521,21300521,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.99219633238895,0.95
2000,800,14,"Shrinkage",1.24560851852088,15.39,20900521,21000521,21400521,NA,NA,NA,NA,NA,NA,NA,0.96293756281498,5.30417575715973,0.98
