"n","p","rep_id","method","l2_error","runtime_sec","seed_data","seed_split","seed_algo","tuning_config_id","q","T1","T2","T_fd_budget","eta","T","lambda","tau","tau_q"
2400,800,90,"Shrinkage",1.1553840088972,16.1000000000004,20910597,21010597,21410597,NA,NA,NA,NA,NA,NA,NA,0.677788963434258,3.69548388965941,0.95
800,800,91,"TS-RIGHT",0.350729984223479,9,20870598,20970598,21070598,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,91,"IHT",0.381216947701042,2.77999999999975,20870598,20970598,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,91,"Lasso",0.360393429255196,0.659999999999854,20870598,20970598,21170598,NA,NA,NA,NA,NA,NA,NA,0.44540199574823,NA,NA
800,800,91,"Adaptive Huber",0.284771877308514,127.87,20870598,20970598,21270598,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.54841140966912,0.95
800,800,91,"Shrinkage",1.56091500761107,1.84000000000015,20870598,20970598,21370598,NA,NA,NA,NA,NA,NA,NA,0.777554611406445,5.52787391331649,0.98
1200,800,91,"TS-RIGHT",0.258753042466658,7.80000000000018,20880598,20980598,21080598,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,91,"IHT",0.303556498675132,4.14999999999964,20880598,20980598,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,91,"Lasso",0.395578725804791,3.92000000000007,20880598,20980598,21180598,NA,NA,NA,NA,NA,NA,NA,0.438269279038755,NA,NA
1200,800,91,"Adaptive Huber",0.347955694109989,201.03,20880598,20980598,21280598,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.74231889518772,0.95
1200,800,91,"Shrinkage",0.775116056502233,3.86999999999989,20880598,20980598,21380598,NA,NA,NA,NA,NA,NA,NA,0.684314264190823,4.80970384123097,0.98
1600,800,91,"TS-RIGHT",0.269735719353406,7.53000000000065,20890598,20990598,21090598,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,91,"IHT",0.294348173753967,4.71999999999935,20890598,20990598,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,91,"Lasso",0.492503867745512,5.53000000000065,20890598,20990598,21190598,NA,NA,NA,NA,NA,NA,NA,0.785292417383595,NA,NA
1600,800,91,"Adaptive Huber",0.17409057501427,295,20890598,20990598,21290598,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.0142715371181,0.95
1600,800,91,"Shrinkage",0.87771602191802,11.8399999999992,20890598,20990598,21390598,NA,NA,NA,NA,NA,NA,NA,0.811740949193952,5.49063888508807,0.98
2000,800,91,"TS-RIGHT",0.1893489713834,8.24000000000069,20900598,21000598,21100598,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,91,"IHT",2.20328924082972,6.66999999999916,20900598,21000598,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,91,"Lasso",1.74171171779692,7.48000000000047,20900598,21000598,21200598,NA,NA,NA,NA,NA,NA,NA,3.01116244615939,NA,NA
2000,800,91,"Adaptive Huber",0.196427053546803,353.17,20900598,21000598,21300598,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,9.45549077337864,0.95
2000,800,91,"Shrinkage",0.763281418885668,14.8299999999999,20900598,21000598,21400598,NA,NA,NA,NA,NA,NA,NA,0.728565706801063,5.34929295265378,0.98
2400,800,91,"TS-RIGHT",0.23381510589925,9.77000000000044,20910598,21010598,21110598,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,91,"IHT",0.138258233869501,10.29,20910598,21010598,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,91,"Lasso",0.308844712093716,4.27999999999975,20910598,21010598,21210598,NA,NA,NA,NA,NA,NA,NA,0.373717003970236,NA,NA
2400,800,91,"Adaptive Huber",0.299889872768256,448.02,20910598,21010598,21310598,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,12.6179333601262,0.98
2400,800,91,"Shrinkage",1.17198512733499,15.2699999999995,20910598,21010598,21410598,NA,NA,NA,NA,NA,NA,NA,0.556471909463441,3.50495038704088,0.95
800,800,92,"TS-RIGHT",0.326205367251031,8.88999999999942,20870599,20970599,21070599,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,92,"IHT",0.709301679522203,2.30000000000018,20870599,20970599,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,92,"Lasso",0.687656379390394,0.449999999999818,20870599,20970599,21170599,NA,NA,NA,NA,NA,NA,NA,0.891347307849705,NA,NA
800,800,92,"Adaptive Huber",0.263585565709779,127.639999999999,20870599,20970599,21270599,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.07556160600833,0.95
800,800,92,"Shrinkage",1.33097412173418,1.72000000000025,20870599,20970599,21370599,NA,NA,NA,NA,NA,NA,NA,0.337452583845279,5.18792951252885,0.98
1200,800,92,"TS-RIGHT",0.359051576734256,7.65999999999985,20880599,20980599,21080599,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,92,"IHT",0.360309569809689,4.30999999999949,20880599,20980599,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,92,"Lasso",0.66981421341757,7.05999999999949,20880599,20980599,21180599,NA,NA,NA,NA,NA,NA,NA,0.732978161483277,NA,NA
1200,800,92,"Adaptive Huber",0.35600209979908,198.67,20880599,20980599,21280599,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,13.8889571351643,0.98
1200,800,92,"Shrinkage",1.19123701183751,4.17000000000007,20880599,20980599,21380599,NA,NA,NA,NA,NA,NA,NA,0.708795592442752,3.64580181673818,0.95
1600,800,92,"TS-RIGHT",0.261189546475234,7.48000000000047,20890599,20990599,21090599,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,92,"IHT",0.356363125707529,6.40000000000055,20890599,20990599,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,92,"Lasso",0.480013375418757,4.15999999999985,20890599,20990599,21190599,NA,NA,NA,NA,NA,NA,NA,0.500295027512402,NA,NA
1600,800,92,"Adaptive Huber",0.234929593634806,281.5,20890599,20990599,21290599,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.14423336822031,0.95
1600,800,92,"Shrinkage",1.10339188726479,12.4899999999998,20890599,20990599,21390599,NA,NA,NA,NA,NA,NA,NA,0.512570488761247,3.42162737330699,0.95
2000,800,92,"TS-RIGHT",0.170076650154036,9.04999999999927,20900599,21000599,21100599,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,92,"IHT",0.223868459298223,5.96000000000004,20900599,21000599,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,92,"Lasso",0.300802823770454,4.1899999999996,20900599,21000599,21200599,NA,NA,NA,NA,NA,NA,NA,0.431048451103215,NA,NA
2000,800,92,"Adaptive Huber",0.156860260875908,352.67,20900599,21000599,21300599,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.79920162579612,0.95
2000,800,92,"Shrinkage",1.26492752681037,16.0500000000002,20900599,21000599,21400599,NA,NA,NA,NA,NA,NA,NA,0.785147521173941,5.11405390625875,0.98
2400,800,92,"TS-RIGHT",0.178068630092072,8.34000000000015,20910599,21010599,21110599,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,92,"IHT",0.280787727672619,9.97000000000025,20910599,21010599,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,92,"Lasso",0.408735721257068,5.50999999999931,20910599,21010599,21210599,NA,NA,NA,NA,NA,NA,NA,0.373755679043324,NA,NA
2400,800,92,"Adaptive Huber",0.252294010393722,406.89,20910599,21010599,21310599,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.78160718060851,0.95
2400,800,92,"Shrinkage",1.32490553286717,14.5800000000008,20910599,21010599,21410599,NA,NA,NA,NA,NA,NA,NA,0.704841379450356,3.65024543273613,0.95
800,800,93,"TS-RIGHT",0.338246999642002,8.94000000000051,20870600,20970600,21070600,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,93,"IHT",0.587226766103627,3.19999999999982,20870600,20970600,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,93,"Lasso",0.923810670574453,0.819999999999709,20870600,20970600,21170600,NA,NA,NA,NA,NA,NA,NA,0.966975498820738,NA,NA
800,800,93,"Adaptive Huber",0.325785812813545,123.48,20870600,20970600,21270600,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.42922878425162,0.95
800,800,93,"Shrinkage",1.53521755655732,1.35999999999967,20870600,20970600,21370600,NA,NA,NA,NA,NA,NA,NA,1.13757909638053,3.61238363128228,0.95
1200,800,93,"TS-RIGHT",0.168470428716208,7.13999999999942,20880600,20980600,21080600,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,93,"IHT",0.493709954613602,3.22000000000025,20880600,20980600,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,93,"Lasso",0.866187273205352,8.57999999999993,20880600,20980600,21180600,NA,NA,NA,NA,NA,NA,NA,1.30343988243614,NA,NA
1200,800,93,"Adaptive Huber",0.293147443224814,210.05,20880600,20980600,21280600,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.36549020560358,0.95
1200,800,93,"Shrinkage",1.6912408159331,4.25,20880600,20980600,21380600,NA,NA,NA,NA,NA,NA,NA,0.867017022497653,3.57746598605589,0.95
1600,800,93,"TS-RIGHT",0.177253419462406,7.34000000000015,20890600,20990600,21090600,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,93,"IHT",1.41719902389661e+87,4.98000000000047,20890600,20990600,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,93,"Lasso",0.369097757474975,4.59000000000015,20890600,20990600,21190600,NA,NA,NA,NA,NA,NA,NA,0.374345501686468,NA,NA
1600,800,93,"Adaptive Huber",0.307947535253813,279.69,20890600,20990600,21290600,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.43882621035274,0.95
1600,800,93,"Shrinkage",1.24214200420632,11.6400000000003,20890600,20990600,21390600,NA,NA,NA,NA,NA,NA,NA,0.94922158298061,5.08706117568359,0.98
2000,800,93,"TS-RIGHT",0.193376396917976,8.10999999999967,20900600,21000600,21100600,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,93,"IHT",0.196235394225017,6,20900600,21000600,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,93,"Lasso",0.319865290170805,4.38999999999942,20900600,21000600,21200600,NA,NA,NA,NA,NA,NA,NA,0.409655170754511,NA,NA
2000,800,93,"Adaptive Huber",0.214736533971453,353.01,20900600,21000600,21300600,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,7.00575732571084,0.95
2000,800,93,"Shrinkage",0.94747326223861,13.5199999999995,20900600,21000600,21400600,NA,NA,NA,NA,NA,NA,NA,0.570943535447298,5.55728742393422,0.98
2400,800,93,"TS-RIGHT",0.237348885198155,9.40000000000055,20910600,21010600,21110600,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,93,"IHT",0.493392484654003,8.28999999999996,20910600,21010600,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,93,"Lasso",0.569551832762939,7.17999999999938,20910600,21010600,21210600,NA,NA,NA,NA,NA,NA,NA,0.845438473721735,NA,NA
2400,800,93,"Adaptive Huber",0.159732306439807,426.280000000001,20910600,21010600,21310600,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,4.05561190951133,0.9
2400,800,93,"Shrinkage",0.87415298223438,9.26999999999953,20910600,21010600,21410600,NA,NA,NA,NA,NA,NA,NA,0.83231885931365,5.32095226255505,0.98
800,800,94,"TS-RIGHT",0.311646760542175,8.96000000000004,20870601,20970601,21070601,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,94,"IHT",0.412692365993105,2.35999999999967,20870601,20970601,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,94,"Lasso",0.605708076061369,0.720000000000255,20870601,20970601,21170601,NA,NA,NA,NA,NA,NA,NA,0.652876838248387,NA,NA
800,800,94,"Adaptive Huber",0.391365487064829,123.98,20870601,20970601,21270601,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.08492877929338,0.95
800,800,94,"Shrinkage",1.4305868613491,1.65999999999985,20870601,20970601,21370601,NA,NA,NA,NA,NA,NA,NA,0.522990149294771,5.22686610668122,0.98
1200,800,94,"TS-RIGHT",0.182133450943733,7.38000000000011,20880601,20980601,21080601,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,94,"IHT",0.383777210155111,3.27999999999975,20880601,20980601,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,94,"Lasso",0.381656317014116,3.44999999999982,20880601,20980601,21180601,NA,NA,NA,NA,NA,NA,NA,0.580869281083112,NA,NA
1200,800,94,"Adaptive Huber",0.220383959937063,198.8,20880601,20980601,21280601,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.45080343153366,0.95
1200,800,94,"Shrinkage",1.26037446054262,3.76000000000022,20880601,20980601,21380601,NA,NA,NA,NA,NA,NA,NA,0.951457482074513,3.64480714423273,0.95
1600,800,94,"TS-RIGHT",0.110454384556272,8.23999999999978,20890601,20990601,21090601,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,94,"IHT",0.201130918316284,5.52999999999975,20890601,20990601,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,94,"Lasso",0.300872346524868,4.98000000000047,20890601,20990601,21190601,NA,NA,NA,NA,NA,NA,NA,0.304035109789406,NA,NA
1600,800,94,"Adaptive Huber",0.285119064173182,280.91,20890601,20990601,21290601,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.24683925073268,0.95
1600,800,94,"Shrinkage",1.69586703069656,13.8900000000003,20890601,20990601,21390601,NA,NA,NA,NA,NA,NA,NA,0.900876749892903,3.62166216674038,0.95
2000,800,94,"TS-RIGHT",0.146922285651485,7.97999999999956,20900601,21000601,21100601,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,94,"IHT",0.226749632500538,7.72000000000025,20900601,21000601,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,94,"Lasso",0.267798503098082,5.30000000000018,20900601,21000601,21200601,NA,NA,NA,NA,NA,NA,NA,0.347195514892663,NA,NA
2000,800,94,"Adaptive Huber",0.209906125575933,341.54,20900601,21000601,21300601,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.00110213345506,0.95
2000,800,94,"Shrinkage",1.03195369934662,11.2200000000003,20900601,21000601,21400601,NA,NA,NA,NA,NA,NA,NA,0.762695678475387,5.54640362648807,0.98
2400,800,94,"TS-RIGHT",0.18046073154623,8.71000000000004,20910601,21010601,21110601,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,94,"IHT",0.11578423210847,7.26000000000022,20910601,21010601,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,94,"Lasso",0.193582354454058,4.35999999999967,20910601,21010601,21210601,NA,NA,NA,NA,NA,NA,NA,0.270611322161039,NA,NA
2400,800,94,"Adaptive Huber",0.230560307108856,394.72,20910601,21010601,21310601,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.23279093972336,0.95
2400,800,94,"Shrinkage",0.929015343967319,7.39999999999964,20910601,21010601,21410601,NA,NA,NA,NA,NA,NA,NA,0.828673067465536,5.39356821875436,0.98
800,800,95,"TS-RIGHT",0.310337313314065,9.69999999999982,20870602,20970602,21070602,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,95,"IHT",0.277727613172194,2.30999999999949,20870602,20970602,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,95,"Lasso",0.238911440718135,0.75,20870602,20970602,21170602,NA,NA,NA,NA,NA,NA,NA,0.562116338980141,NA,NA
800,800,95,"Adaptive Huber",0.221143310420216,126.67,20870602,20970602,21270602,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,11.9487100133204,0.98
800,800,95,"Shrinkage",1.32232696791665,1.69999999999982,20870602,20970602,21370602,NA,NA,NA,NA,NA,NA,NA,0.408645084040882,3.53395624501401,0.95
1200,800,95,"TS-RIGHT",0.277313632915432,7.65999999999985,20880602,20980602,21080602,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,95,"IHT",0.389920825812214,3.61999999999989,20880602,20980602,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,95,"Lasso",0.412606595971865,3.80000000000018,20880602,20980602,21180602,NA,NA,NA,NA,NA,NA,NA,0.579290027160599,NA,NA
1200,800,95,"Adaptive Huber",0.209316338536123,198.49,20880602,20980602,21280602,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.9325905040684,0.95
1200,800,95,"Shrinkage",1.26676389678149,4.5,20880602,20980602,21380602,NA,NA,NA,NA,NA,NA,NA,0.85757827782994,5.93421223050721,0.98
1600,800,95,"TS-RIGHT",0.147159067739192,8.86999999999989,20890602,20990602,21090602,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,95,"IHT",0.559755091934273,5.88999999999942,20890602,20990602,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,95,"Lasso",0.739356780152184,5.17000000000007,20890602,20990602,21190602,NA,NA,NA,NA,NA,NA,NA,1.0242293095163,NA,NA
1600,800,95,"Adaptive Huber",0.267606439721718,280.02,20890602,20990602,21290602,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.08126525164778,0.95
1600,800,95,"Shrinkage",0.871187132435769,11.1099999999997,20890602,20990602,21390602,NA,NA,NA,NA,NA,NA,NA,0.673356789475689,5.27298055768846,0.98
2000,800,95,"TS-RIGHT",0.250750807141945,8.75,20900602,21000602,21100602,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,95,"IHT",0.361351704835291,8,20900602,21000602,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,95,"Lasso",0.3873638687789,4.44999999999982,20900602,21000602,21200602,NA,NA,NA,NA,NA,NA,NA,0.750279162875431,NA,NA
2000,800,95,"Adaptive Huber",0.242563354226044,334.25,20900602,21000602,21300602,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.67068680806727,0.95
2000,800,95,"Shrinkage",1.22737066275965,8.14000000000033,20900602,21000602,21400602,NA,NA,NA,NA,NA,NA,NA,0.759251046936936,5.18852057872666,0.98
2400,800,95,"TS-RIGHT",0.230819116243967,8.80000000000018,20910602,21010602,21110602,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,95,"IHT",10.2928522228523,8.0600000000004,20910602,21010602,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,95,"Lasso",0.578961980884786,5.72999999999956,20910602,21010602,21210602,NA,NA,NA,NA,NA,NA,NA,0.708267130100731,NA,NA
2400,800,95,"Adaptive Huber",0.22538513714174,374.66,20910602,21010602,21310602,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.53895434831341,0.95
2400,800,95,"Shrinkage",0.945808254380006,4.94999999999982,20910602,21010602,21410602,NA,NA,NA,NA,NA,NA,NA,0.646583262053067,5.34429787368375,0.98
800,800,96,"TS-RIGHT",0.278941575210826,9.07999999999993,20870603,20970603,21070603,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,96,"IHT",0.542398056562417,2.39999999999964,20870603,20970603,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,96,"Lasso",0.6308888632127,0.989999999999782,20870603,20970603,21170603,NA,NA,NA,NA,NA,NA,NA,1.27335073490187,NA,NA
800,800,96,"Adaptive Huber",0.452808258211768,123.320000000001,20870603,20970603,21270603,NA,NA,NA,NA,NA,NA,NA,1,11.5296602607035,0.98
800,800,96,"Shrinkage",1.31928623454754,1.46000000000004,20870603,20970603,21370603,NA,NA,NA,NA,NA,NA,NA,0.69496492504149,6.16433406911732,0.98
1200,800,96,"TS-RIGHT",0.178758478954777,7.72000000000025,20880603,20980603,21080603,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,96,"IHT",0.438467702993248,4.25,20880603,20980603,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,96,"Lasso",0.498339679821295,4.67000000000007,20880603,20980603,21180603,NA,NA,NA,NA,NA,NA,NA,0.825044393830931,NA,NA
1200,800,96,"Adaptive Huber",0.2053867297798,205.26,20880603,20980603,21280603,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.63246601947295,0.95
1200,800,96,"Shrinkage",1.0223129793161,4.06999999999971,20880603,20980603,21380603,NA,NA,NA,NA,NA,NA,NA,0.734020869053143,3.78607460580719,0.95
1600,800,96,"TS-RIGHT",0.353125781600924,7.67000000000007,20890603,20990603,21090603,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,96,"IHT",1.66614416866661,6.72000000000025,20890603,20990603,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,96,"Lasso",2.25638397940568,10.3599999999997,20890603,20990603,21190603,NA,NA,NA,NA,NA,NA,NA,3.69633012916986,NA,NA
1600,800,96,"Adaptive Huber",0.298628803175606,278.190000000001,20890603,20990603,21290603,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,10.0401794201212,0.95
1600,800,96,"Shrinkage",0.863377265141005,4.82999999999993,20890603,20990603,21390603,NA,NA,NA,NA,NA,NA,NA,0.515413584740163,5.47476274661612,0.98
2000,800,96,"TS-RIGHT",0.27667864424217,8.75,20900603,21000603,21100603,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,96,"IHT",0.600431385169291,7.39000000000033,20900603,21000603,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,96,"Lasso",0.740209214049768,5.59000000000015,20900603,21000603,21200603,NA,NA,NA,NA,NA,NA,NA,0.793957665602133,NA,NA
2000,800,96,"Adaptive Huber",0.18186035265152,316.41,20900603,21000603,21300603,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.30173021526629,0.95
2000,800,96,"Shrinkage",1.07168555966146,4.94999999999982,20900603,21000603,21400603,NA,NA,NA,NA,NA,NA,NA,0.518618264476651,3.49365900250747,0.95
2400,800,96,"TS-RIGHT",0.225405482338142,8.53000000000065,20910603,21010603,21110603,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,96,"IHT",0.31295322827329,9.64999999999964,20910603,21010603,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,96,"Lasso",0.37133772113382,4.52999999999975,20910603,21010603,21210603,NA,NA,NA,NA,NA,NA,NA,0.472865486893573,NA,NA
2400,800,96,"Adaptive Huber",0.176310827250518,340.740000000001,20910603,21010603,21310603,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.0861794382009,0.95
2400,800,96,"Shrinkage",1.01506314808433,4.00999999999931,20910603,21010603,21410603,NA,NA,NA,NA,NA,NA,NA,0.948481344893033,4.92707115445056,0.98
800,800,97,"TS-RIGHT",0.295641487345223,9.4399999999996,20870604,20970604,21070604,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,97,"IHT",0.709889528475697,2.38000000000011,20870604,20970604,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,97,"Lasso",0.742089714240105,0.590000000000146,20870604,20970604,21170604,NA,NA,NA,NA,NA,NA,NA,1.02715231482779,NA,NA
800,800,97,"Adaptive Huber",0.20238572726136,121.309999999999,20870604,20970604,21270604,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.4872942221614,0.95
800,800,97,"Shrinkage",1.20671666869341,2.05000000000018,20870604,20970604,21370604,NA,NA,NA,NA,NA,NA,NA,1.4454853758537,5.26623559521425,0.98
1200,800,97,"TS-RIGHT",0.285031845929153,7.97000000000025,20880604,20980604,21080604,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,97,"IHT",0.259920747739819,3.32999999999993,20880604,20980604,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,97,"Lasso",0.375776803296901,4.64000000000033,20880604,20980604,21180604,NA,NA,NA,NA,NA,NA,NA,0.540875394469179,NA,NA
1200,800,97,"Adaptive Huber",0.300951270056398,205.61,20880604,20980604,21280604,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.0312699466137,0.95
1200,800,97,"Shrinkage",1.01537568508585,2.72999999999956,20880604,20980604,21380604,NA,NA,NA,NA,NA,NA,NA,0.780632645256159,5.45932234708032,0.98
1600,800,97,"TS-RIGHT",0.295030514977834,7.86000000000058,20890604,20990604,21090604,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,97,"IHT",0.275691390875267,5.73999999999978,20890604,20990604,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,97,"Lasso",0.55337218452374,4.76000000000022,20890604,20990604,21190604,NA,NA,NA,NA,NA,NA,NA,0.626595680340073,NA,NA
1600,800,97,"Adaptive Huber",0.281499603948119,250.719999999999,20890604,20990604,21290604,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.86929983814962,0.95
