"model","rep_id","radius_id","radius","cand_id","K_name","regime","multiplier","K","block_size","q_top","topq_error","l2_error","linf_error","ref_grad_norm"
"linear",22,4,0.5,11,"K2_c14","local",14,90,22,125,2.69199826062331,3.24556091422426,0.86471707854512,2.5
"linear",22,4,0.5,12,"K1_global","global",1,160,12,125,2.50014522483779,2.9441917118197,0.8151806934316,2.5
"linear",22,4,0.5,12,"K2_c10","local",10,64,31,125,3.2040724162426,3.88980408818762,0.526972083991284,2.5
"linear",22,4,0.5,12,"K2_c12","local",12,77,25,125,2.96940359228621,3.55825513461171,0.707497526001982,2.5
"linear",22,4,0.5,12,"K2_c14","local",14,90,22,125,2.81186779191208,3.33258518565294,0.831695337123266,2.5
"linear",22,5,0.25,1,"K1_global","global",1,160,12,125,1.87859649632872,2.31630023900444,0.334671461378089,1.25
"linear",22,5,0.25,1,"K2_c10","local",10,64,31,125,2.61134133796294,3.21313165149589,0.404951197570204,1.25
"linear",22,5,0.25,1,"K2_c12","local",12,77,25,125,2.45544422484946,2.98474663756821,0.420021233709259,1.25
"linear",22,5,0.25,1,"K2_c14","local",14,90,22,125,2.38880324763834,2.91246417210701,0.38280513136768,1.25
"linear",22,5,0.25,2,"K1_global","global",1,160,12,125,1.97084728467076,2.35399072720749,0.53338063099982,1.25
"linear",22,5,0.25,2,"K2_c10","local",10,64,31,125,2.56287438939152,3.14522424450347,0.437972185863418,1.25
"linear",22,5,0.25,2,"K2_c12","local",12,77,25,125,2.35765521018013,2.86735922331949,0.441235413351492,1.25
"linear",22,5,0.25,2,"K2_c14","local",14,90,22,125,2.37998967728825,2.90389343358625,0.41320162430334,1.25
"linear",22,5,0.25,3,"K1_global","global",1,160,12,125,1.93306569817355,2.32676425111897,0.53113526267915,1.25
"linear",22,5,0.25,3,"K2_c10","local",10,64,31,125,2.5831336149998,3.14199168718604,0.479310448149252,1.25
"linear",22,5,0.25,3,"K2_c12","local",12,77,25,125,2.48100335387384,3.02486708100254,0.488452988852027,1.25
"linear",22,5,0.25,3,"K2_c14","local",14,90,22,125,2.35022783851793,2.89819716646089,0.457058321278708,1.25
"linear",22,5,0.25,4,"K1_global","global",1,160,12,125,1.93864259966167,2.35989263480583,0.592383252330033,1.25
"linear",22,5,0.25,4,"K2_c10","local",10,64,31,125,2.68462333730948,3.2795124278469,0.493981800790134,1.25
"linear",22,5,0.25,4,"K2_c12","local",12,77,25,125,2.43979498330029,2.98348350411231,0.448882023940876,1.25
"linear",22,5,0.25,4,"K2_c14","local",14,90,22,125,2.37366173305337,2.95135739844224,0.475401964372219,1.25
"linear",22,5,0.25,5,"K1_global","global",1,160,12,125,1.90138763531334,2.31475182013948,0.453030461941971,1.25
"linear",22,5,0.25,5,"K2_c10","local",10,64,31,125,2.60688909523497,3.13297953267629,0.468466829869546,1.25
"linear",22,5,0.25,5,"K2_c12","local",12,77,25,125,2.37555803464503,2.94822722385954,0.479930889210509,1.25
"linear",22,5,0.25,5,"K2_c14","local",14,90,22,125,2.3861801800463,2.98017069180043,0.361461734635156,1.25
"linear",22,5,0.25,6,"K1_global","global",1,160,12,125,1.85922290618246,2.26796185037849,0.527883670906234,1.25
"linear",22,5,0.25,6,"K2_c10","local",10,64,31,125,2.3786022672195,2.99652612586838,0.326817134120416,1.25
"linear",22,5,0.25,6,"K2_c12","local",12,77,25,125,2.26738343814494,2.79827001887855,0.342313685113334,1.25
"linear",22,5,0.25,6,"K2_c14","local",14,90,22,125,2.30842598826087,2.78380667966041,0.363750674694123,1.25
"linear",22,5,0.25,7,"K1_global","global",1,160,12,125,1.95393934545829,2.37036406485426,0.45355350841778,1.25
"linear",22,5,0.25,7,"K2_c10","local",10,64,31,125,2.51238323992953,3.13668480412959,0.529054063357693,1.25
"linear",22,5,0.25,7,"K2_c12","local",12,77,25,125,2.41366600933672,3.02514815690455,0.436791782260761,1.25
"linear",22,5,0.25,7,"K2_c14","local",14,90,22,125,2.31367454217605,2.86001382240143,0.422955017415546,1.25
"linear",22,5,0.25,8,"K1_global","global",1,160,12,125,1.92969083745048,2.29471604862566,0.45748523379347,1.25
"linear",22,5,0.25,8,"K2_c10","local",10,64,31,125,2.50672072026303,3.06558511044685,0.472078758527275,1.25
"linear",22,5,0.25,8,"K2_c12","local",12,77,25,125,2.35985522527965,2.92641270694849,0.353313344891464,1.25
"linear",22,5,0.25,8,"K2_c14","local",14,90,22,125,2.32248839784407,2.85149868450007,0.351482436410352,1.25
"linear",22,5,0.25,9,"K1_global","global",1,160,12,125,1.90541335982712,2.36311356615018,0.35884477302993,1.25
"linear",22,5,0.25,9,"K2_c10","local",10,64,31,125,2.69193042544916,3.2560884493763,0.437810224022159,1.25
"linear",22,5,0.25,9,"K2_c12","local",12,77,25,125,2.44291974317563,3.00325044138681,0.394026493000381,1.25
"linear",22,5,0.25,9,"K2_c14","local",14,90,22,125,2.38490250359542,2.88989473283913,0.390882926700414,1.25
"linear",22,5,0.25,10,"K1_global","global",1,160,12,125,1.90599360600947,2.35094477364438,0.382203768773103,1.25
"linear",22,5,0.25,10,"K2_c10","local",10,64,31,125,2.65691058640374,3.25700715812794,0.505518509106401,1.25
"linear",22,5,0.25,10,"K2_c12","local",12,77,25,125,2.46384524327706,2.99145468759655,0.482301323650156,1.25
"linear",22,5,0.25,10,"K2_c14","local",14,90,22,125,2.29588455039389,2.86070535934779,0.354287578938529,1.25
"linear",22,5,0.25,11,"K1_global","global",1,160,12,125,1.98880075824865,2.4008559825628,0.434660689708853,1.25
"linear",22,5,0.25,11,"K2_c10","local",10,64,31,125,2.65902653687248,3.25128335989263,0.435059605719678,1.25
"linear",22,5,0.25,11,"K2_c12","local",12,77,25,125,2.4440300475566,3.03372801456803,0.571364073172779,1.25
"linear",22,5,0.25,11,"K2_c14","local",14,90,22,125,2.39061628616647,2.92210230710285,0.487828865494375,1.25
"linear",22,5,0.25,12,"K1_global","global",1,160,12,125,1.88055561884747,2.31756861852708,0.42452308620374,1.25
"linear",22,5,0.25,12,"K2_c10","local",10,64,31,125,2.54163610402838,3.12658381889229,0.369358059239459,1.25
"linear",22,5,0.25,12,"K2_c12","local",12,77,25,125,2.36865950345854,2.91383196931151,0.394832154675474,1.25
"linear",22,5,0.25,12,"K2_c14","local",14,90,22,125,2.38459727001091,2.92693871640196,0.419665589532194,1.25
"linear",22,6,0.1,1,"K1_global","global",1,160,12,125,1.77486654049317,2.14966903350394,0.356320652095998,0.5
"linear",22,6,0.1,1,"K2_c10","local",10,64,31,125,2.50138371861085,3.06793669106498,0.389267780325576,0.5
"linear",22,6,0.1,1,"K2_c12","local",12,77,25,125,2.3190671263215,2.84987466813684,0.338955653271838,0.5
"linear",22,6,0.1,1,"K2_c14","local",14,90,22,125,2.18970416819695,2.74086085920104,0.326675601684236,0.5
"linear",22,6,0.1,2,"K1_global","global",1,160,12,125,1.7031096600416,2.13049851150631,0.306343172851847,0.5
"linear",22,6,0.1,2,"K2_c10","local",10,64,31,125,2.2887434858037,2.8009319523461,0.356335256955274,0.5
"linear",22,6,0.1,2,"K2_c12","local",12,77,25,125,2.16188407989293,2.67491886622349,0.299822899831938,0.5
"linear",22,6,0.1,2,"K2_c14","local",14,90,22,125,2.06718219228913,2.5660017162802,0.317877043264824,0.5
"linear",22,6,0.1,3,"K1_global","global",1,160,12,125,1.75884212799663,2.17904666526197,0.32582487642773,0.5
"linear",22,6,0.1,3,"K2_c10","local",10,64,31,125,2.29611216440642,2.85405484979463,0.349347209272401,0.5
"linear",22,6,0.1,3,"K2_c12","local",12,77,25,125,2.22320701735614,2.78810954945618,0.387901548543599,0.5
"linear",22,6,0.1,3,"K2_c14","local",14,90,22,125,2.10464140550709,2.61715349628757,0.330453236646043,0.5
"linear",22,6,0.1,4,"K1_global","global",1,160,12,125,1.76075862278352,2.15303381293144,0.334516357753262,0.5
"linear",22,6,0.1,4,"K2_c10","local",10,64,31,125,2.35284012711452,2.9083358660836,0.370493612616214,0.5
"linear",22,6,0.1,4,"K2_c12","local",12,77,25,125,2.16421407147015,2.68640554646382,0.374982043751546,0.5
"linear",22,6,0.1,4,"K2_c14","local",14,90,22,125,2.10105687131907,2.60298501946838,0.317026204813827,0.5
"linear",22,6,0.1,5,"K1_global","global",1,160,12,125,1.6804759490888,2.08820742929516,0.303368112998075,0.5
"linear",22,6,0.1,5,"K2_c10","local",10,64,31,125,2.23651009856095,2.7557218443818,0.321874264800513,0.5
"linear",22,6,0.1,5,"K2_c12","local",12,77,25,125,2.15029937537884,2.67187271699668,0.337098108882608,0.5
"linear",22,6,0.1,5,"K2_c14","local",14,90,22,125,2.07640357636779,2.58723785446173,0.375962354483673,0.5
"linear",22,6,0.1,6,"K1_global","global",1,160,12,125,1.67985181810121,2.06964577318063,0.286742625295422,0.5
"linear",22,6,0.1,6,"K2_c10","local",10,64,31,125,2.26244592333368,2.7423783296128,0.351286801388846,0.5
"linear",22,6,0.1,6,"K2_c12","local",12,77,25,125,2.10134682501665,2.60200195139012,0.341409809266469,0.5
"linear",22,6,0.1,6,"K2_c14","local",14,90,22,125,2.02354245935579,2.51220794564769,0.323097502575774,0.5
"linear",22,6,0.1,7,"K1_global","global",1,160,12,125,1.70083629430308,2.08154709015065,0.333330833264417,0.5
"linear",22,6,0.1,7,"K2_c10","local",10,64,31,125,2.25993048575668,2.77669379016536,0.378392782005664,0.5
"linear",22,6,0.1,7,"K2_c12","local",12,77,25,125,2.14806130212543,2.67480571854269,0.347756273740166,0.5
"linear",22,6,0.1,7,"K2_c14","local",14,90,22,125,2.08290758471496,2.57721456114981,0.383861282998671,0.5
"linear",22,6,0.1,8,"K1_global","global",1,160,12,125,1.68194879574252,2.09602428995955,0.330699221753637,0.5
"linear",22,6,0.1,8,"K2_c10","local",10,64,31,125,2.33664660933789,2.83106823187722,0.434125270866875,0.5
"linear",22,6,0.1,8,"K2_c12","local",12,77,25,125,2.24074900465818,2.75708215169493,0.408198409310883,0.5
"linear",22,6,0.1,8,"K2_c14","local",14,90,22,125,2.09160970982509,2.60501655562701,0.414527860777561,0.5
"linear",22,6,0.1,9,"K1_global","global",1,160,12,125,1.67849587425208,2.08155110901419,0.306621718414419,0.5
"linear",22,6,0.1,9,"K2_c10","local",10,64,31,125,2.33229158996243,2.81575951728436,0.39229000021901,0.5
"linear",22,6,0.1,9,"K2_c12","local",12,77,25,125,2.20865874163058,2.7337519250847,0.376780276946066,0.5
"linear",22,6,0.1,9,"K2_c14","local",14,90,22,125,2.11523180093519,2.61006523541013,0.40248486703355,0.5
"linear",22,6,0.1,10,"K1_global","global",1,160,12,125,1.74549970305052,2.15907433854688,0.359779371733654,0.5
"linear",22,6,0.1,10,"K2_c10","local",10,64,31,125,2.50180974755059,3.1186696615565,0.379772817457659,0.5
"linear",22,6,0.1,10,"K2_c12","local",12,77,25,125,2.33344372107369,2.88030436066939,0.373235869328362,0.5
"linear",22,6,0.1,10,"K2_c14","local",14,90,22,125,2.11808693596019,2.66175825111706,0.320837338871403,0.5
"linear",22,6,0.1,11,"K1_global","global",1,160,12,125,1.74684010268545,2.13894178118936,0.335253737324552,0.5
"linear",22,6,0.1,11,"K2_c10","local",10,64,31,125,2.33396130860655,2.93566307701025,0.382766388106087,0.5
"linear",22,6,0.1,11,"K2_c12","local",12,77,25,125,2.2262529513949,2.74501568055463,0.342207293897363,0.5
"linear",22,6,0.1,11,"K2_c14","local",14,90,22,125,2.14423334687015,2.66841084970728,0.308356634075815,0.5
"linear",22,6,0.1,12,"K1_global","global",1,160,12,125,1.67964909856703,2.08342697478756,0.297223443136813,0.5
"linear",22,6,0.1,12,"K2_c10","local",10,64,31,125,2.29861812045165,2.80481446762846,0.37717761803628,0.5
"linear",22,6,0.1,12,"K2_c12","local",12,77,25,125,2.19042860299397,2.6890044902289,0.393321544278732,0.5
"linear",22,6,0.1,12,"K2_c14","local",14,90,22,125,2.10699440185875,2.58219585010743,0.357689808605458,0.5
"linear",23,1,4,1,"K1_global","global",1,160,12,125,13.1192408766849,14.0858087973793,7.9826523986569,20
"linear",23,1,4,1,"K2_c10","local",10,64,31,125,13.7755875667384,16.1633527732408,6.38795386997043,20
"linear",23,1,4,1,"K2_c12","local",12,77,25,125,14.6672892467807,16.5547796941859,7.55666764933841,20
"linear",23,1,4,1,"K2_c14","local",14,90,22,125,14.3383990651032,15.9076047771243,8.04108931900295,20
"linear",23,1,4,2,"K1_global","global",1,160,12,125,13.0610097464767,14.2678527530127,5.59097443546544,20
"linear",23,1,4,2,"K2_c10","local",10,64,31,125,13.6559657405096,15.9633472814057,4.49560442498946,20
"linear",23,1,4,2,"K2_c12","local",12,77,25,125,14.0440481439977,16.1833610638735,5.15428218648869,20
"linear",23,1,4,2,"K2_c14","local",14,90,22,125,13.6787526736925,15.7867418818107,4.90845765995871,20
"linear",23,1,4,3,"K1_global","global",1,160,12,125,13.2609146674481,14.2551403228213,9.2557577773721,20
"linear",23,1,4,3,"K2_c10","local",10,64,31,125,14.5521432261663,16.6973767775832,7.83393921575241,20
"linear",23,1,4,3,"K2_c12","local",12,77,25,125,14.6762460169242,16.6510021238369,7.74196532137844,20
"linear",23,1,4,3,"K2_c14","local",14,90,22,125,13.5723642154921,15.4190217580661,7.53298884558506,20
"linear",23,1,4,4,"K1_global","global",1,160,12,125,12.9749626385829,13.9484828492531,8.12877361195668,20
"linear",23,1,4,4,"K2_c10","local",10,64,31,125,13.7464546417777,16.023477176974,5.37573183600322,20
"linear",23,1,4,4,"K2_c12","local",12,77,25,125,14.1391598858981,16.2956720799405,6.86823930290997,20
"linear",23,1,4,4,"K2_c14","local",14,90,22,125,13.023699849112,14.6628340387725,7.15373889791754,20
"linear",23,1,4,5,"K1_global","global",1,160,12,125,13.6835498098902,14.5828650828845,6.89488936522078,20
"linear",23,1,4,5,"K2_c10","local",10,64,31,125,13.8533821975482,15.9310808364975,4.7451981684389,20
"linear",23,1,4,5,"K2_c12","local",12,77,25,125,13.6384778909666,15.250718531267,5.16473970396214,20
"linear",23,1,4,5,"K2_c14","local",14,90,22,125,13.2832127935031,14.7891330575854,5.91810915367523,20
"linear",23,1,4,6,"K1_global","global",1,160,12,125,13.9914105848213,15.0108967635316,7.38270205415011,20
"linear",23,1,4,6,"K2_c10","local",10,64,31,125,14.7305349112955,16.746220137939,5.42705741980697,20
"linear",23,1,4,6,"K2_c12","local",12,77,25,125,14.3595772633127,16.1693138216211,5.79333503493963,20
"linear",23,1,4,6,"K2_c14","local",14,90,22,125,13.7472232289048,15.4137655448668,5.62243103677571,20
"linear",23,1,4,7,"K1_global","global",1,160,12,125,14.0293681634665,14.93232517576,8.10700005343482,20
"linear",23,1,4,7,"K2_c10","local",10,64,31,125,13.9179401022128,16.119276675806,6.07957336949165,20
"linear",23,1,4,7,"K2_c12","local",12,77,25,125,13.4556326874436,15.0744423841857,6.30216038118449,20
"linear",23,1,4,7,"K2_c14","local",14,90,22,125,13.3389697638054,14.7942881995087,7.31038796347034,20
"linear",23,1,4,8,"K1_global","global",1,160,12,125,14.1587659650091,15.0355481222469,8.23318835357246,20
"linear",23,1,4,8,"K2_c10","local",10,64,31,125,14.5123334701854,16.3842186063031,7.63916086177795,20
"linear",23,1,4,8,"K2_c12","local",12,77,25,125,14.3443170113834,16.0206544009109,7.3487360409556,20
"linear",23,1,4,8,"K2_c14","local",14,90,22,125,14.2439341621488,15.5590663430201,7.5835850163906,20
"linear",23,1,4,9,"K1_global","global",1,160,12,125,14.1866532733163,15.2531702817577,9.3851723010128,20
"linear",23,1,4,9,"K2_c10","local",10,64,31,125,14.30562343434,16.0571643026259,7.78014401145368,20
"linear",23,1,4,9,"K2_c12","local",12,77,25,125,13.7627681109313,15.3220060503908,7.01806249454622,20
"linear",23,1,4,9,"K2_c14","local",14,90,22,125,14.1292828390606,15.706277484994,7.96206346718426,20
"linear",23,1,4,10,"K1_global","global",1,160,12,125,13.6057651081755,14.7857375763443,5.96662683175178,20
"linear",23,1,4,10,"K2_c10","local",10,64,31,125,14.1282342732273,16.1799717637962,4.64614335957984,20
"linear",23,1,4,10,"K2_c12","local",12,77,25,125,14.2367525312333,16.1366456652375,5.82303421950736,20
"linear",23,1,4,10,"K2_c14","local",14,90,22,125,13.8866489195959,15.4440451894255,5.90903432837209,20
"linear",23,1,4,11,"K1_global","global",1,160,12,125,13.3358561212859,14.3975140778912,5.34495143031225,20
"linear",23,1,4,11,"K2_c10","local",10,64,31,125,13.8824592779536,15.730464856761,4.81531098030864,20
"linear",23,1,4,11,"K2_c12","local",12,77,25,125,13.6067933659618,15.6317924803297,4.44402571983263,20
"linear",23,1,4,11,"K2_c14","local",14,90,22,125,13.453177304024,14.9359219887798,5.22580347821853,20
"linear",23,1,4,12,"K1_global","global",1,160,12,125,13.7794891827047,14.8424273532989,7.34388080851842,20
"linear",23,1,4,12,"K2_c10","local",10,64,31,125,14.392194075226,16.2298944013457,6.16204355666944,20
"linear",23,1,4,12,"K2_c12","local",12,77,25,125,14.209553655336,15.9589108615165,6.2790201582518,20
"linear",23,1,4,12,"K2_c14","local",14,90,22,125,14.0777819227632,15.6016775767598,6.75333604647271,20
"linear",23,2,2,1,"K1_global","global",1,160,12,125,7.30905964337396,7.93119228241533,3.72916103949006,10
"linear",23,2,2,1,"K2_c10","local",10,64,31,125,7.98829696715391,9.09058939289999,3.40523970881385,10
"linear",23,2,2,1,"K2_c12","local",12,77,25,125,7.48288040784615,8.54736848318067,2.74370664630482,10
"linear",23,2,2,1,"K2_c14","local",14,90,22,125,7.38630059205497,8.28449332642828,3.32000116545664,10
"linear",23,2,2,2,"K1_global","global",1,160,12,125,6.77513436737965,7.47337595282827,2.93526748870799,10
"linear",23,2,2,2,"K2_c10","local",10,64,31,125,7.73006285137006,8.98480595369826,2.90391855899175,10
"linear",23,2,2,2,"K2_c12","local",12,77,25,125,7.37158905959773,8.5198054047982,2.558099109001,10
"linear",23,2,2,2,"K2_c14","local",14,90,22,125,7.43581035022891,8.43895499811192,3.05578319601907,10
"linear",23,2,2,3,"K1_global","global",1,160,12,125,7.03617968077768,7.75033165482826,3.230645932711,10
"linear",23,2,2,3,"K2_c10","local",10,64,31,125,7.8545919295917,9.00158952217593,3.08170940757869,10
"linear",23,2,2,3,"K2_c12","local",12,77,25,125,7.85011614660928,8.87344398911828,2.98139043727064,10
"linear",23,2,2,3,"K2_c14","local",14,90,22,125,7.61241037527892,8.50580352207221,2.69596548819061,10
"linear",23,2,2,4,"K1_global","global",1,160,12,125,7.43296860335705,8.03315921160983,3.83945305720466,10
"linear",23,2,2,4,"K2_c10","local",10,64,31,125,7.7513204393667,8.91353511348058,3.23918463770051,10
"linear",23,2,2,4,"K2_c12","local",12,77,25,125,7.59206465119357,8.66289679989592,3.3781576096235,10
"linear",23,2,2,4,"K2_c14","local",14,90,22,125,7.68017470563103,8.58343984008982,3.47001544745977,10
"linear",23,2,2,5,"K1_global","global",1,160,12,125,7.40867649994674,7.97742929961684,3.29161517450473,10
"linear",23,2,2,5,"K2_c10","local",10,64,31,125,7.39962819325347,8.49710784846511,2.76106813897538,10
"linear",23,2,2,5,"K2_c12","local",12,77,25,125,7.52057013121292,8.44837703838874,2.91318824872632,10
"linear",23,2,2,5,"K2_c14","local",14,90,22,125,7.31846295505565,8.23760001524197,2.87119307109548,10
"linear",23,2,2,6,"K1_global","global",1,160,12,125,7.41892511384995,7.93399329400514,3.45444461934484,10
"linear",23,2,2,6,"K2_c10","local",10,64,31,125,7.41975726995819,8.6149961156806,2.47241594061743,10
"linear",23,2,2,6,"K2_c12","local",12,77,25,125,7.56124606993755,8.61928435335848,2.3780081072623,10
"linear",23,2,2,6,"K2_c14","local",14,90,22,125,7.58342393265105,8.49643467552819,2.79331805467081,10
"linear",23,2,2,7,"K1_global","global",1,160,12,125,7.3597204265841,8.05439043378301,3.44474948911209,10
"linear",23,2,2,7,"K2_c10","local",10,64,31,125,7.70247204342396,9.09111374052863,2.79376757888393,10
"linear",23,2,2,7,"K2_c12","local",12,77,25,125,7.61437281704995,8.79800107644367,2.99259171998721,10
"linear",23,2,2,7,"K2_c14","local",14,90,22,125,7.21345921519698,8.28629455749099,2.79910746971301,10
"linear",23,2,2,8,"K1_global","global",1,160,12,125,6.92922203354348,7.69394916967457,3.28414120134274,10
"linear",23,2,2,8,"K2_c10","local",10,64,31,125,7.34224444439071,8.598729103967,2.71338413671845,10
"linear",23,2,2,8,"K2_c12","local",12,77,25,125,7.53032303743861,8.6631883260552,3.00717541601095,10
"linear",23,2,2,8,"K2_c14","local",14,90,22,125,7.34889890444958,8.45983852224994,3.2915942835809,10
"linear",23,2,2,9,"K1_global","global",1,160,12,125,7.44691356240036,8.11921602724022,4.033854427875,10
"linear",23,2,2,9,"K2_c10","local",10,64,31,125,8.0979514697736,9.35517173051316,3.04740235949649,10
"linear",23,2,2,9,"K2_c12","local",12,77,25,125,8.0847858969466,9.2178628641678,3.43353251255851,10
"linear",23,2,2,9,"K2_c14","local",14,90,22,125,7.45166015665239,8.47058666993572,3.34956057507083,10
"linear",23,2,2,10,"K1_global","global",1,160,12,125,7.02487679233115,7.70339256915349,3.22768818746465,10
"linear",23,2,2,10,"K2_c10","local",10,64,31,125,7.44798457737064,8.65495303641163,2.27913992360556,10
"linear",23,2,2,10,"K2_c12","local",12,77,25,125,7.58400041100781,8.74398698214813,2.97962970794245,10
"linear",23,2,2,10,"K2_c14","local",14,90,22,125,7.12279201268457,8.06574715209895,2.77454655390059,10
"linear",23,2,2,11,"K1_global","global",1,160,12,125,6.9188348472683,7.66908750035408,2.95265307302162,10
"linear",23,2,2,11,"K2_c10","local",10,64,31,125,7.70027007860209,8.96291604112795,2.14051170839012,10
"linear",23,2,2,11,"K2_c12","local",12,77,25,125,7.25917969421287,8.47764532365016,2.43690248550155,10
"linear",23,2,2,11,"K2_c14","local",14,90,22,125,7.03352558268114,8.0073538460384,2.45647585192349,10
"linear",23,2,2,12,"K1_global","global",1,160,12,125,6.74765761216865,7.47973570701558,3.50757801673773,10
"linear",23,2,2,12,"K2_c10","local",10,64,31,125,7.4862178777725,8.66889587684784,3.05973127279152,10
"linear",23,2,2,12,"K2_c12","local",12,77,25,125,7.23487903386506,8.28616412823758,2.80510803120669,10
"linear",23,2,2,12,"K2_c14","local",14,90,22,125,7.06860314598446,8.06739530187301,3.38581738117845,10
"linear",23,3,1,1,"K1_global","global",1,160,12,125,3.8868308180619,4.41820153620027,1.58189121331003,5
"linear",23,3,1,1,"K2_c10","local",10,64,31,125,4.56772890263436,5.37748623894116,1.44659735304518,5
"linear",23,3,1,1,"K2_c12","local",12,77,25,125,4.51876679398193,5.34563370096614,1.65450455159964,5
"linear",23,3,1,1,"K2_c14","local",14,90,22,125,4.34066961992768,5.08522259075989,1.41835898532609,5
"linear",23,3,1,2,"K1_global","global",1,160,12,125,3.8977635563608,4.38858678308458,1.63729186536434,5
"linear",23,3,1,2,"K2_c10","local",10,64,31,125,4.28797731111436,5.10159529111735,1.3274290144622,5
"linear",23,3,1,2,"K2_c12","local",12,77,25,125,4.22943395329914,4.92520466297536,1.41705795869716,5
"linear",23,3,1,2,"K2_c14","local",14,90,22,125,4.07061102626805,4.68737459158791,1.48578286148302,5
"linear",23,3,1,3,"K1_global","global",1,160,12,125,3.98593612966337,4.59669869875157,1.74765225994251,5
"linear",23,3,1,3,"K2_c10","local",10,64,31,125,4.66421438118393,5.60571233728322,1.42373443632709,5
"linear",23,3,1,3,"K2_c12","local",12,77,25,125,4.42483424523647,5.15859514221305,1.4275990670775,5
"linear",23,3,1,3,"K2_c14","local",14,90,22,125,4.3958515140916,5.16106819121187,1.59475126039322,5
"linear",23,3,1,4,"K1_global","global",1,160,12,125,4.05597529612469,4.6302803586922,1.79093579844584,5
"linear",23,3,1,4,"K2_c10","local",10,64,31,125,4.71139846867997,5.6402328736771,1.44667513728348,5
"linear",23,3,1,4,"K2_c12","local",12,77,25,125,4.41124156570416,5.245042471278,1.54460494142512,5
"linear",23,3,1,4,"K2_c14","local",14,90,22,125,4.45482011135001,5.2516636459178,1.72605001256449,5
"linear",23,3,1,5,"K1_global","global",1,160,12,125,4.07800897913231,4.53671620704947,1.96503402848468,5
"linear",23,3,1,5,"K2_c10","local",10,64,31,125,4.51667224752165,5.31064112785274,1.81946886090446,5
"linear",23,3,1,5,"K2_c12","local",12,77,25,125,4.32183519442148,5.03256810633196,1.79552686690689,5
"linear",23,3,1,5,"K2_c14","local",14,90,22,125,4.24994671185725,4.86046658666999,1.83143687789329,5
"linear",23,3,1,6,"K1_global","global",1,160,12,125,3.86612705494902,4.32620842317102,1.49699019788368,5
"linear",23,3,1,6,"K2_c10","local",10,64,31,125,4.6161714955268,5.38528632044844,1.51708173256195,5
"linear",23,3,1,6,"K2_c12","local",12,77,25,125,4.28074849616415,4.93992998938557,1.54721037773295,5
"linear",23,3,1,6,"K2_c14","local",14,90,22,125,4.14026852037518,4.74559302912102,1.45814531872464,5
"linear",23,3,1,7,"K1_global","global",1,160,12,125,3.90315063576203,4.47395087092167,1.43969769550388,5
"linear",23,3,1,7,"K2_c10","local",10,64,31,125,4.65542939429513,5.61498767310668,1.15163138281373,5
"linear",23,3,1,7,"K2_c12","local",12,77,25,125,4.48006860827476,5.39348751273773,1.07814757790134,5
"linear",23,3,1,7,"K2_c14","local",14,90,22,125,4.22953083801641,5.01312007195932,1.14428101944319,5
"linear",23,3,1,8,"K1_global","global",1,160,12,125,3.784721634847,4.31934817324542,2.17408927608292,5
"linear",23,3,1,8,"K2_c10","local",10,64,31,125,4.29080632753426,5.14952944099171,1.58217074122645,5
"linear",23,3,1,8,"K2_c12","local",12,77,25,125,4.35014847695268,5.08497542385356,2.00534493530725,5
"linear",23,3,1,8,"K2_c14","local",14,90,22,125,3.93632921452776,4.71568415606382,1.79446899080542,5
"linear",23,3,1,9,"K1_global","global",1,160,12,125,4.16373034573876,4.6278637042793,1.89792699514444,5
"linear",23,3,1,9,"K2_c10","local",10,64,31,125,4.5651184529957,5.37491425601467,1.56073913990706,5
"linear",23,3,1,9,"K2_c12","local",12,77,25,125,4.64134338813084,5.36425991490868,1.57216218139657,5
"linear",23,3,1,9,"K2_c14","local",14,90,22,125,4.44604148078131,5.05350418228743,1.63094306962782,5
"linear",23,3,1,10,"K1_global","global",1,160,12,125,3.9924049429239,4.5113531446849,1.52441058134263,5
"linear",23,3,1,10,"K2_c10","local",10,64,31,125,4.76481507348544,5.66656803371445,1.20604373004584,5
"linear",23,3,1,10,"K2_c12","local",12,77,25,125,4.46252609174479,5.36725106828346,1.27638640444874,5
"linear",23,3,1,10,"K2_c14","local",14,90,22,125,4.26018291355187,5.01256906331793,1.43538054895627,5
"linear",23,3,1,11,"K1_global","global",1,160,12,125,3.99353439538978,4.52640512565937,1.35901039514785,5
"linear",23,3,1,11,"K2_c10","local",10,64,31,125,4.4899950792393,5.36818902651537,0.945908782373409,5
"linear",23,3,1,11,"K2_c12","local",12,77,25,125,4.49175319195747,5.20936275544995,1.14940884527369,5
"linear",23,3,1,11,"K2_c14","local",14,90,22,125,4.39386025122974,5.05851320812022,1.06000327317638,5
"linear",23,3,1,12,"K1_global","global",1,160,12,125,4.16497850858883,4.72390485677837,2.12071839110225,5
"linear",23,3,1,12,"K2_c10","local",10,64,31,125,4.53401444691269,5.37962486014839,1.4787945483638,5
"linear",23,3,1,12,"K2_c12","local",12,77,25,125,4.53116009339426,5.3312738150272,1.81821568356876,5
"linear",23,3,1,12,"K2_c14","local",14,90,22,125,4.20486740000389,4.8449348775995,1.7024072160006,5
"linear",23,4,0.5,1,"K1_global","global",1,160,12,125,2.53194779722501,2.95602424633495,0.731425433664505,2.5
"linear",23,4,0.5,1,"K2_c10","local",10,64,31,125,3.17124655994118,3.88191938425759,0.544928424603066,2.5
