"model","rep_id","radius_id","radius","cand_id","K_name","regime","multiplier","K","block_size","q_top","topq_error","l2_error","linf_error","ref_grad_norm"
"linear",17,2,2,8,"K2_c10","local",10,64,31,125,7.9965844022473,9.30844159905503,3.19413014202719,10
"linear",17,2,2,8,"K2_c12","local",12,77,25,125,7.53663933441296,8.49951065772968,3.51004839853784,10
"linear",17,2,2,8,"K2_c14","local",14,90,22,125,7.32195751996233,8.17591453265371,3.71609541696913,10
"linear",17,2,2,9,"K1_global","global",1,160,12,125,7.30649729123832,7.78006331191825,4.40812955945558,10
"linear",17,2,2,9,"K2_c10","local",10,64,31,125,7.56114735607196,8.75753260473796,3.05550344437917,10
"linear",17,2,2,9,"K2_c12","local",12,77,25,125,7.10841276090602,8.07692579346969,3.18786424747207,10
"linear",17,2,2,9,"K2_c14","local",14,90,22,125,7.26810120777413,8.07430697921201,3.67479532968546,10
"linear",17,2,2,10,"K1_global","global",1,160,12,125,7.33498647705472,7.87336484985988,2.9898964926933,10
"linear",17,2,2,10,"K2_c10","local",10,64,31,125,8.07443561577479,9.15666539862641,2.6518494723477,10
"linear",17,2,2,10,"K2_c12","local",12,77,25,125,7.74804039329683,8.7192014207841,2.84015988020524,10
"linear",17,2,2,10,"K2_c14","local",14,90,22,125,7.41134486102418,8.31005871372472,2.65269370816412,10
"linear",17,2,2,11,"K1_global","global",1,160,12,125,6.70053509831412,7.23652453938005,2.87163035590787,10
"linear",17,2,2,11,"K2_c10","local",10,64,31,125,8.01692709883159,9.30633809691169,2.47142748996357,10
"linear",17,2,2,11,"K2_c12","local",12,77,25,125,7.17241003502355,8.24169396240559,2.52238639637864,10
"linear",17,2,2,11,"K2_c14","local",14,90,22,125,7.26110552484702,8.07295884643562,2.71297548887521,10
"linear",17,2,2,12,"K1_global","global",1,160,12,125,6.71711984729321,7.30355809036484,3.72723149916809,10
"linear",17,2,2,12,"K2_c10","local",10,64,31,125,8.07795410598191,9.63918874105234,2.8948590346054,10
"linear",17,2,2,12,"K2_c12","local",12,77,25,125,7.22331195839324,8.32258221681862,2.89434279361352,10
"linear",17,2,2,12,"K2_c14","local",14,90,22,125,7.07537292824731,8.14103859439218,3.14991806591897,10
"linear",17,3,1,1,"K1_global","global",1,160,12,125,3.79069661132815,4.21849625513232,1.81835807050039,5
"linear",17,3,1,1,"K2_c10","local",10,64,31,125,4.9096004743438,5.70906801696154,1.50395914718344,5
"linear",17,3,1,1,"K2_c12","local",12,77,25,125,4.09358112343759,4.74351788965745,1.3175017836532,5
"linear",17,3,1,1,"K2_c14","local",14,90,22,125,4.14426563030162,4.75768002184141,1.57783202418782,5
"linear",17,3,1,2,"K1_global","global",1,160,12,125,3.85973402837322,4.26816813628981,1.63116255483764,5
"linear",17,3,1,2,"K2_c10","local",10,64,31,125,4.48031131070598,5.29193084613174,1.31557273309061,5
"linear",17,3,1,2,"K2_c12","local",12,77,25,125,4.25985058326477,4.96557854009001,1.38363251552341,5
"linear",17,3,1,2,"K2_c14","local",14,90,22,125,4.1157165924863,4.75967675453618,1.42710474384055,5
"linear",17,3,1,3,"K1_global","global",1,160,12,125,3.75421222725952,4.11999202219153,1.62223805841237,5
"linear",17,3,1,3,"K2_c10","local",10,64,31,125,4.52018271990181,5.31300198555052,1.18021964250972,5
"linear",17,3,1,3,"K2_c12","local",12,77,25,125,4.01819370919332,4.62868310105564,1.35155409893034,5
"linear",17,3,1,3,"K2_c14","local",14,90,22,125,3.98819303907758,4.56877285625392,1.19251400803337,5
"linear",17,3,1,4,"K1_global","global",1,160,12,125,3.88541746603996,4.31316496997793,1.81190719066893,5
"linear",17,3,1,4,"K2_c10","local",10,64,31,125,4.79158592716658,5.69010692832873,1.59245248696489,5
"linear",17,3,1,4,"K2_c12","local",12,77,25,125,4.38264159759283,5.16802900281702,1.53116496536962,5
"linear",17,3,1,4,"K2_c14","local",14,90,22,125,4.37940516589595,5.09530751405898,1.59678747265783,5
"linear",17,3,1,5,"K1_global","global",1,160,12,125,3.64038492910907,4.00304379494908,1.70762565684237,5
"linear",17,3,1,5,"K2_c10","local",10,64,31,125,4.28150315869462,5.07533561732866,1.24751777301119,5
"linear",17,3,1,5,"K2_c12","local",12,77,25,125,4.09344444843098,4.75124237963636,1.63085086776404,5
"linear",17,3,1,5,"K2_c14","local",14,90,22,125,4.03377031875925,4.61065730916011,1.72825911319388,5
"linear",17,3,1,6,"K1_global","global",1,160,12,125,3.93195147340724,4.33704078816729,1.94293146147687,5
"linear",17,3,1,6,"K2_c10","local",10,64,31,125,4.68907377346949,5.49849871567806,1.57826812782118,5
"linear",17,3,1,6,"K2_c12","local",12,77,25,125,4.34137320851244,5.06315983001313,1.66359834588269,5
"linear",17,3,1,6,"K2_c14","local",14,90,22,125,4.14461076835407,4.76587133249827,1.86791052565878,5
"linear",17,3,1,7,"K1_global","global",1,160,12,125,3.75993573715542,4.18514914774966,1.79452288852945,5
"linear",17,3,1,7,"K2_c10","local",10,64,31,125,4.49944830314991,5.33055148426567,1.35286142107356,5
"linear",17,3,1,7,"K2_c12","local",12,77,25,125,4.11879732063523,4.79847639600122,1.49389255652302,5
"linear",17,3,1,7,"K2_c14","local",14,90,22,125,3.95198810322097,4.5164496279633,1.5077160495271,5
"linear",17,3,1,8,"K1_global","global",1,160,12,125,3.73831962953996,4.18782018310296,2.27719376413537,5
"linear",17,3,1,8,"K2_c10","local",10,64,31,125,4.60546435880075,5.56122997552835,1.44620252295045,5
"linear",17,3,1,8,"K2_c12","local",12,77,25,125,4.04602700527625,4.79105939381025,1.6692559232575,5
"linear",17,3,1,8,"K2_c14","local",14,90,22,125,3.85320178387172,4.51160375037902,1.62257339631116,5
"linear",17,3,1,9,"K1_global","global",1,160,12,125,3.80421567196716,4.21412871979411,1.66576291248991,5
"linear",17,3,1,9,"K2_c10","local",10,64,31,125,4.33683974182887,5.13655554502018,1.23577921607665,5
"linear",17,3,1,9,"K2_c12","local",12,77,25,125,4.06994221426561,4.78329753396659,1.17115040284953,5
"linear",17,3,1,9,"K2_c14","local",14,90,22,125,3.83645914473358,4.43693739970117,1.16457129451298,5
"linear",17,3,1,10,"K1_global","global",1,160,12,125,3.83838542385321,4.24369512183724,1.51494579998044,5
"linear",17,3,1,10,"K2_c10","local",10,64,31,125,4.60038813179441,5.37491044482148,1.28667949436013,5
"linear",17,3,1,10,"K2_c12","local",12,77,25,125,4.23422595365133,4.90068932186839,1.38678870758871,5
"linear",17,3,1,10,"K2_c14","local",14,90,22,125,3.97317787524237,4.55684911433969,1.37984658289482,5
"linear",17,3,1,11,"K1_global","global",1,160,12,125,3.74469500818632,4.14906771851556,1.61562044766747,5
"linear",17,3,1,11,"K2_c10","local",10,64,31,125,4.60498535537093,5.4340677870699,1.09378261765937,5
"linear",17,3,1,11,"K2_c12","local",12,77,25,125,4.04972304707207,4.77558862633066,1.10339799194435,5
"linear",17,3,1,11,"K2_c14","local",14,90,22,125,3.85222552476225,4.40720722981818,1.15990086660637,5
"linear",17,3,1,12,"K1_global","global",1,160,12,125,3.77425841445063,4.22841123869537,1.87922019100852,5
"linear",17,3,1,12,"K2_c10","local",10,64,31,125,4.47499558900365,5.37949725518062,1.20505812108218,5
"linear",17,3,1,12,"K2_c12","local",12,77,25,125,4.18154451974733,4.91864616948491,1.26524120914793,5
"linear",17,3,1,12,"K2_c14","local",14,90,22,125,4.09490852184977,4.79026301404693,1.53550731488917,5
"linear",17,4,0.5,1,"K1_global","global",1,160,12,125,2.27356444502297,2.70818497371828,0.687148866271811,2.5
"linear",17,4,0.5,1,"K2_c10","local",10,64,31,125,3.18421069563132,3.90307766158881,0.612385055725858,2.5
"linear",17,4,0.5,1,"K2_c12","local",12,77,25,125,2.67016068602568,3.2379842818826,0.564024506977807,2.5
"linear",17,4,0.5,1,"K2_c14","local",14,90,22,125,2.65891238360247,3.19306317931126,0.617542375558296,2.5
"linear",17,4,0.5,2,"K1_global","global",1,160,12,125,2.4730245565834,2.80798219009876,0.965079878950232,2.5
"linear",17,4,0.5,2,"K2_c10","local",10,64,31,125,3.18689916961209,3.8119682951661,0.740773263043422,2.5
"linear",17,4,0.5,2,"K2_c12","local",12,77,25,125,2.83943136153006,3.37135097849662,0.880391849421078,2.5
"linear",17,4,0.5,2,"K2_c14","local",14,90,22,125,2.79418580382384,3.27213012087133,0.968839657217062,2.5
"linear",17,4,0.5,3,"K1_global","global",1,160,12,125,2.31065395270593,2.66626581102586,0.910158881308406,2.5
"linear",17,4,0.5,3,"K2_c10","local",10,64,31,125,3.15466746203934,3.80029912703125,0.730594162817577,2.5
"linear",17,4,0.5,3,"K2_c12","local",12,77,25,125,2.85763791372099,3.40491806453695,0.830218501661997,2.5
"linear",17,4,0.5,3,"K2_c14","local",14,90,22,125,2.77658264248308,3.24315654621614,0.793512713032525,2.5
"linear",17,4,0.5,4,"K1_global","global",1,160,12,125,2.24386363570305,2.65583270957165,0.656483043284449,2.5
"linear",17,4,0.5,4,"K2_c10","local",10,64,31,125,3.12326459255785,3.78468413555136,0.644388683283292,2.5
"linear",17,4,0.5,4,"K2_c12","local",12,77,25,125,2.8072569242317,3.33768579685731,0.678741401645347,2.5
"linear",17,4,0.5,4,"K2_c14","local",14,90,22,125,2.70403617290733,3.17451676346739,0.823129801307131,2.5
"linear",17,4,0.5,5,"K1_global","global",1,160,12,125,2.3901294225255,2.76188080419557,0.75697526947839,2.5
"linear",17,4,0.5,5,"K2_c10","local",10,64,31,125,3.14864724818415,3.79632915222162,0.588947004309471,2.5
"linear",17,4,0.5,5,"K2_c12","local",12,77,25,125,2.89537598419584,3.38858214737829,0.743715388062501,2.5
"linear",17,4,0.5,5,"K2_c14","local",14,90,22,125,2.6678203967757,3.15651782452686,0.674467718649217,2.5
"linear",17,4,0.5,6,"K1_global","global",1,160,12,125,2.35220853795086,2.74529168872427,0.904822076293915,2.5
"linear",17,4,0.5,6,"K2_c10","local",10,64,31,125,2.92536720561299,3.54265262681227,0.560647635532918,2.5
"linear",17,4,0.5,6,"K2_c12","local",12,77,25,125,2.68213925372919,3.25739904778044,0.739157627188198,2.5
"linear",17,4,0.5,6,"K2_c14","local",14,90,22,125,2.48169613320973,2.97874365741574,0.726232647115887,2.5
"linear",17,4,0.5,7,"K1_global","global",1,160,12,125,2.3436417657694,2.67659674831694,0.814957016544705,2.5
"linear",17,4,0.5,7,"K2_c10","local",10,64,31,125,2.94410590434449,3.50151060572893,0.747320655728444,2.5
"linear",17,4,0.5,7,"K2_c12","local",12,77,25,125,2.91544151974313,3.40204675494729,0.89838861056521,2.5
"linear",17,4,0.5,7,"K2_c14","local",14,90,22,125,2.73009042296906,3.20285898858754,0.754818691457804,2.5
"linear",17,4,0.5,8,"K1_global","global",1,160,12,125,2.48419346758826,2.83998792100355,0.971965962583931,2.5
"linear",17,4,0.5,8,"K2_c10","local",10,64,31,125,3.00223444988075,3.57844157549745,0.857202614406055,2.5
"linear",17,4,0.5,8,"K2_c12","local",12,77,25,125,2.89402463137967,3.41414411083289,0.878568748765521,2.5
"linear",17,4,0.5,8,"K2_c14","local",14,90,22,125,2.77091211086862,3.18044381411259,0.955471357301932,2.5
"linear",17,4,0.5,9,"K1_global","global",1,160,12,125,2.56332884300177,2.96489453984372,1.05189977363413,2.5
"linear",17,4,0.5,9,"K2_c10","local",10,64,31,125,3.2981434540527,3.96664386672203,0.693792140167544,2.5
"linear",17,4,0.5,9,"K2_c12","local",12,77,25,125,2.91680348890121,3.47357054674533,0.84733598890323,2.5
"linear",17,4,0.5,9,"K2_c14","local",14,90,22,125,2.89753720745037,3.40052846567424,0.969169088326816,2.5
"linear",17,4,0.5,10,"K1_global","global",1,160,12,125,2.37724919980397,2.74087606060348,0.922582443812152,2.5
"linear",17,4,0.5,10,"K2_c10","local",10,64,31,125,3.15873492125538,3.80070665177328,0.664541939107085,2.5
"linear",17,4,0.5,10,"K2_c12","local",12,77,25,125,2.79032039778147,3.36234079349467,0.638815336398288,2.5
"linear",17,4,0.5,10,"K2_c14","local",14,90,22,125,2.72069494558854,3.17937622420028,0.881604323872599,2.5
"linear",17,4,0.5,11,"K1_global","global",1,160,12,125,2.31536479042095,2.7170841084658,0.78984626944545,2.5
"linear",17,4,0.5,11,"K2_c10","local",10,64,31,125,3.32947585145987,3.99148283319698,0.72587543293706,2.5
"linear",17,4,0.5,11,"K2_c12","local",12,77,25,125,2.81978711480268,3.40754648614443,0.74520181296571,2.5
"linear",17,4,0.5,11,"K2_c14","local",14,90,22,125,2.74391437786364,3.2286210844601,0.835314777492046,2.5
"linear",17,4,0.5,12,"K1_global","global",1,160,12,125,2.40340866570454,2.78629918288624,1.05564720472536,2.5
"linear",17,4,0.5,12,"K2_c10","local",10,64,31,125,3.13306012639767,3.71409325929939,0.676754086223632,2.5
"linear",17,4,0.5,12,"K2_c12","local",12,77,25,125,2.73795576399464,3.24787644705589,0.812262671530096,2.5
"linear",17,4,0.5,12,"K2_c14","local",14,90,22,125,2.72171104844481,3.26075427620813,0.896107916244018,2.5
"linear",17,5,0.25,1,"K1_global","global",1,160,12,125,1.78335401553904,2.15754243090576,0.374512676146763,1.25
"linear",17,5,0.25,1,"K2_c10","local",10,64,31,125,2.58890653971159,3.13929286417706,0.409773125412414,1.25
"linear",17,5,0.25,1,"K2_c12","local",12,77,25,125,2.3323878685026,2.85563588810051,0.373244429794736,1.25
"linear",17,5,0.25,1,"K2_c14","local",14,90,22,125,2.15590982152808,2.60047989771084,0.381442152748382,1.25
"linear",17,5,0.25,2,"K1_global","global",1,160,12,125,1.89266289839173,2.25195710863159,0.482621806996595,1.25
"linear",17,5,0.25,2,"K2_c10","local",10,64,31,125,2.62792128122449,3.15091001769729,0.576571646139151,1.25
"linear",17,5,0.25,2,"K2_c12","local",12,77,25,125,2.40450120008557,2.92981748674508,0.45396179183162,1.25
"linear",17,5,0.25,2,"K2_c14","local",14,90,22,125,2.15575540608108,2.56511510616016,0.603012419008601,1.25
"linear",17,5,0.25,3,"K1_global","global",1,160,12,125,1.84462562347925,2.20704331429291,0.460528831531254,1.25
"linear",17,5,0.25,3,"K2_c10","local",10,64,31,125,2.41709768675137,2.93182444519727,0.518352042318636,1.25
"linear",17,5,0.25,3,"K2_c12","local",12,77,25,125,2.33609798284862,2.80197959222879,0.46346420679324,1.25
"linear",17,5,0.25,3,"K2_c14","local",14,90,22,125,2.16832558932738,2.57230938001656,0.402476612769308,1.25
"linear",17,5,0.25,4,"K1_global","global",1,160,12,125,1.81057748599302,2.20385631981801,0.374614614817858,1.25
"linear",17,5,0.25,4,"K2_c10","local",10,64,31,125,2.60187955711433,3.15773463679665,0.594303141361289,1.25
"linear",17,5,0.25,4,"K2_c12","local",12,77,25,125,2.28810054457568,2.82423876817405,0.390308784254124,1.25
"linear",17,5,0.25,4,"K2_c14","local",14,90,22,125,2.16866924038103,2.6632905245041,0.379596342421782,1.25
"linear",17,5,0.25,5,"K1_global","global",1,160,12,125,1.74791072927275,2.11726234513971,0.476873475920447,1.25
"linear",17,5,0.25,5,"K2_c10","local",10,64,31,125,2.55364990813024,3.04493061380017,0.526352891847956,1.25
"linear",17,5,0.25,5,"K2_c12","local",12,77,25,125,2.25662618396731,2.71140538534351,0.487563330090845,1.25
"linear",17,5,0.25,5,"K2_c14","local",14,90,22,125,2.17463447566764,2.65692151589901,0.492340161321133,1.25
"linear",17,5,0.25,6,"K1_global","global",1,160,12,125,1.91031971221947,2.24860802319348,0.647328311521018,1.25
"linear",17,5,0.25,6,"K2_c10","local",10,64,31,125,2.52357176351594,3.0319897070299,0.527088406018041,1.25
"linear",17,5,0.25,6,"K2_c12","local",12,77,25,125,2.31863354947279,2.81797648060548,0.545072128940662,1.25
"linear",17,5,0.25,6,"K2_c14","local",14,90,22,125,2.20128840896219,2.60071741501404,0.638629526513791,1.25
"linear",17,5,0.25,7,"K1_global","global",1,160,12,125,1.71699611988486,2.09604401330213,0.371507219644161,1.25
"linear",17,5,0.25,7,"K2_c10","local",10,64,31,125,2.55976992267259,3.09513173906634,0.523073898030545,1.25
"linear",17,5,0.25,7,"K2_c12","local",12,77,25,125,2.34764057829405,2.84961118852788,0.392676575270991,1.25
"linear",17,5,0.25,7,"K2_c14","local",14,90,22,125,2.2819240637556,2.73514933785305,0.375411827443525,1.25
"linear",17,5,0.25,8,"K1_global","global",1,160,12,125,1.73199580444151,2.10699747084556,0.362508115137973,1.25
"linear",17,5,0.25,8,"K2_c10","local",10,64,31,125,2.56271187631006,3.15826650446023,0.47777160354251,1.25
"linear",17,5,0.25,8,"K2_c12","local",12,77,25,125,2.23005674831672,2.7435974993494,0.347738084365864,1.25
"linear",17,5,0.25,8,"K2_c14","local",14,90,22,125,2.12794628245244,2.57660682894533,0.428356527258324,1.25
"linear",17,5,0.25,9,"K1_global","global",1,160,12,125,1.83514887725136,2.24205575900794,0.369544437331336,1.25
"linear",17,5,0.25,9,"K2_c10","local",10,64,31,125,2.67818563828083,3.2099055604698,0.504144730593503,1.25
"linear",17,5,0.25,9,"K2_c12","local",12,77,25,125,2.39053430611394,2.88501666351401,0.412017083081556,1.25
"linear",17,5,0.25,9,"K2_c14","local",14,90,22,125,2.17065592762947,2.61123532076824,0.481731853715141,1.25
"linear",17,5,0.25,10,"K1_global","global",1,160,12,125,1.79883636479255,2.17790656347829,0.417361700019953,1.25
"linear",17,5,0.25,10,"K2_c10","local",10,64,31,125,2.61881170678161,3.15024223652097,0.534115351994764,1.25
"linear",17,5,0.25,10,"K2_c12","local",12,77,25,125,2.40861620016713,2.88264262676666,0.471281554769264,1.25
"linear",17,5,0.25,10,"K2_c14","local",14,90,22,125,2.17402047974674,2.59863338282724,0.497246184941749,1.25
"linear",17,5,0.25,11,"K1_global","global",1,160,12,125,1.74904127393121,2.10229578282834,0.392350832705942,1.25
"linear",17,5,0.25,11,"K2_c10","local",10,64,31,125,2.72650016854051,3.2677870773899,0.529148225918481,1.25
"linear",17,5,0.25,11,"K2_c12","local",12,77,25,125,2.30886216450608,2.8237007411102,0.409232067935551,1.25
"linear",17,5,0.25,11,"K2_c14","local",14,90,22,125,2.10779812237594,2.5737128584923,0.400389192117194,1.25
"linear",17,5,0.25,12,"K1_global","global",1,160,12,125,1.695205648987,2.05591309276935,0.352574771727025,1.25
"linear",17,5,0.25,12,"K2_c10","local",10,64,31,125,2.42116669531215,2.94963374202685,0.469146591531743,1.25
"linear",17,5,0.25,12,"K2_c12","local",12,77,25,125,2.24632725373518,2.80118616015292,0.383417064489301,1.25
"linear",17,5,0.25,12,"K2_c14","local",14,90,22,125,2.07904962053787,2.50264648393787,0.411021614548817,1.25
"linear",17,6,0.1,1,"K1_global","global",1,160,12,125,1.63070707463566,2.01314565139467,0.326146197105936,0.5
"linear",17,6,0.1,1,"K2_c10","local",10,64,31,125,2.32341131598084,2.82125125520048,0.416025106652054,0.5
"linear",17,6,0.1,1,"K2_c12","local",12,77,25,125,2.13965183371604,2.61678549999834,0.367557884644409,0.5
"linear",17,6,0.1,1,"K2_c14","local",14,90,22,125,1.92047108302906,2.34676462946337,0.334176598962985,0.5
"linear",17,6,0.1,2,"K1_global","global",1,160,12,125,1.6091429166793,1.98133733778048,0.356962792250367,0.5
"linear",17,6,0.1,2,"K2_c10","local",10,64,31,125,2.30200131226921,2.82294153142775,0.398194780164075,0.5
"linear",17,6,0.1,2,"K2_c12","local",12,77,25,125,2.12608431408542,2.61260944633465,0.378951588127935,0.5
"linear",17,6,0.1,2,"K2_c14","local",14,90,22,125,1.92532094235609,2.305615613497,0.344827179478089,0.5
"linear",17,6,0.1,3,"K1_global","global",1,160,12,125,1.55132551515346,1.89237367243193,0.278368229212466,0.5
"linear",17,6,0.1,3,"K2_c10","local",10,64,31,125,2.34864430971029,2.84283819270563,0.47271485879212,0.5
"linear",17,6,0.1,3,"K2_c12","local",12,77,25,125,2.11356406525376,2.60269856445096,0.344471140244621,0.5
"linear",17,6,0.1,3,"K2_c14","local",14,90,22,125,1.89933573856247,2.29796828689709,0.36441003715652,0.5
"linear",17,6,0.1,4,"K1_global","global",1,160,12,125,1.54396593754257,1.89811693268324,0.342790041600888,0.5
"linear",17,6,0.1,4,"K2_c10","local",10,64,31,125,2.38986504124059,2.89856967438255,0.441529078110302,0.5
"linear",17,6,0.1,4,"K2_c12","local",12,77,25,125,2.09925212161277,2.61595711645144,0.363531201729266,0.5
"linear",17,6,0.1,4,"K2_c14","local",14,90,22,125,1.96300485413124,2.38803847705572,0.382479116261725,0.5
"linear",17,6,0.1,5,"K1_global","global",1,160,12,125,1.55524941758151,1.88479999845363,0.342611130576895,0.5
"linear",17,6,0.1,5,"K2_c10","local",10,64,31,125,2.32933037736752,2.86471539055725,0.500329206108321,0.5
"linear",17,6,0.1,5,"K2_c12","local",12,77,25,125,2.09820362884722,2.5602560904071,0.364239275591977,0.5
