"config_id","n","pilot_id","eta","T","val_loss","seed_data","seed_split"
"IHT_n1200_h2051495b",1200,2,0.02,800,1.0795886154646,20680509,20780509
"IHT_n1200_h2051495b",1200,3,0.02,800,1.04066500135167,20680510,20780510
"IHT_n1200_h2051495b",1200,4,0.02,800,0.959343085418662,20680511,20780511
"IHT_n1200_h2051495b",1200,5,0.02,800,1.50768129927794,20680512,20780512
"IHT_n1200_h2051495b",1200,6,0.02,800,0.932263114626637,20680513,20780513
"IHT_n1200_h2051495b",1200,7,0.02,800,9.87098534977936e+154,20680514,20780514
"IHT_n1200_h2051495b",1200,8,0.02,800,0.936847386561478,20680515,20780515
"IHT_n1200_h2051495b",1200,9,0.02,800,0.733641784891551,20680516,20780516
"IHT_n1200_h2051495b",1200,10,0.02,800,1.08598052405422,20680517,20780517
"IHT_n1200_h2051495b",1200,11,0.02,800,1.06092821457586,20680518,20780518
"IHT_n1200_h2051495b",1200,12,0.02,800,1.40142514404161,20680519,20780519
"IHT_n1200_h2051495b",1200,13,0.02,800,1.10979902355636,20680520,20780520
"IHT_n1200_h2051495b",1200,14,0.02,800,2.28436004476049,20680521,20780521
"IHT_n1200_h2051495b",1200,15,0.02,800,1.0061568814766,20680522,20780522
